Utt#,Record #,Speaker,Session,Orthography,Child,start_seconds,end_seconds,Situation,GRASP,Morphology,SpeechAct,ClauseType,UttGoals,SubQ,SubI,Comments,FollowUp?,TagType,ToAdults?,uttid
,194,Mother,Violet010200,people have all ready been shopping for you .,Violet,0.0,0.0,[],[8|11|JCT 9|8|LP] [10|11|SUBJ] [11|2|CJCT] [12|15|JCT] [13|15|SUBJ] [14|15|AUX] [15|11|COMP] [16|15|JCT] [17|16|POBJ 18|2|PUNCT],[n|person&PL] [v|have] [adv|all] [adj|ready] [aux|be&PASTP] [part|shop-PRESP] [prep|for] [pro:per|you .],,,,,,,,,,MotherofViolet_Violet010200_194
,195,Father,Violet010200,"well , I'm sure the all ready got me (t:t:trail off)",Violet,0.0,0.0,[],[1|4|COM 2|1|LP] [3|4|SUBJ 4|0|ROOT] [5|4|PRED] [6|9|DET] [7|9|JCT] [8|9|MOD] [9|4|CJCT] [10|9|OBJ 11|4|PUNCT],[co|well cm|cm] [pro:sub|I~cop|be&1S] [adj|sure] [det:art|the] [adv|all] [adj|ready] [v|get&PAST] [pro:obj|me (mt:trail off)],,,,,,,,,,FatherofViolet_Violet010200_195
,196,Violet,Violet010200,yyy .,Violet,1254.016,1257.593,[],[],[],,,,,,,,,,VioletofViolet_Violet010200_196
,197,Father,Violet010200,yeah I'm sure .,Violet,0.0,0.0,[],[1|3|COM] [2|3|SUBJ 3|0|ROOT] [4|3|PRED 5|3|PUNCT],[co|yeah] [pro:sub|I~cop|be&1S] [adj|sure .],,,,,,,,,,FatherofViolet_Violet010200_197
,198,Mother,Violet010200,except for the replacements ,Violet,0.0,0.0,[],[1|0|ROOT] [2|1|JCT] [3|4|DET] [4|2|POBJ 5|1|LP],[v|except] [prep|for] [det:art|the] [n|replacement-PL cm|cm],,,,,,,,,,MotherofViolet_Violet010200_198
,198,Mother,Violet010200,I'll get you those .,Violet,0.0,0.0,[],[6|9|SUBJ 7|9|AUX] [8|9|AUX] [9|1|COMP] [10|9|OBJ 11|1|PUNCT],[pro:sub|I~mod|will] [aux|get] [pro:per|you] [pro:dem|those .],,,,,,,,,,MotherofViolet_Violet010200_198
,199,Father,Violet010200,yeah I can get those .,Violet,1257.593,1259.088,[],[1|4|COM] [2|4|SUBJ] [3|4|AUX] [4|0|ROOT] [5|4|OBJ 6|4|PUNCT],[co|yeah] [pro:sub|I] [mod|can] [v|get] [pro:dem|those .],,,,,,,,,,FatherofViolet_Violet010200_199
,200,Mother,Violet010200,I'll get them .,Violet,1259.088,1260.353,[],[1|3|SUBJ 2|3|AUX] [3|0|ROOT] [4|3|OBJ 5|3|PUNCT],[pro:sub|I~mod|will] [v|get] [pro:obj|them .],,,,,,,,,,MotherofViolet_Violet010200_200
,201,Father,Violet010200,you know what they look like ?,Violet,1260.353,1266.976,[],[1|2|SUBJ] [2|0|ROOT] [3|5|LINK] [4|5|SUBJ] [5|2|COMP] [6|5|JCT 7|2|PUNCT],[pro:per|you] [v|know] [pro:int|what] [pro:sub|they] [v|look] [prep|like ?],,,,,,,,,,FatherofViolet_Violet010200_201
,202,Mother,Violet010200,"no , but I'm sure I can figure it out .",Violet,0.0,0.0,[],[1|5|COM 2|1|LP] [3|5|LINK] [4|5|SUBJ 5|0|ROOT] [6|5|JCT] [7|9|SUBJ] [8|9|AUX] [9|5|CJCT] [10|9|OBJ] [11|9|JCT 12|5|PUNCT],[co|no cm|cm] [conj|but] [pro:sub|I~cop|be&1S] [adv|sure] [pro:sub|I] [mod|can] [v|figure] [pro:per|it] [adv|out .],,,,,,,,,,MotherofViolet_Violet010200_202
,203,Mother,Violet010200,"for wait , for what razor .",Violet,1266.976,1270.721,[],[1|2|LINK] [2|0|ROOT 3|2|LP] [4|2|JCT] [5|6|MOD] [6|4|POBJ 7|2|PUNCT],[conj|for] [v|wait cm|cm] [prep|for] [pro:int|what] [n|razor .],,,,,,,,,,MotherofViolet_Violet010200_203
,204,Father,Violet010200,my electric .,Violet,0.0,0.0,[],[1|2|MOD] [2|0|INCROOT 3|2|PUNCT],[det:poss|my] [n|electric .],,,,,,,,,,FatherofViolet_Violet010200_204
,205,Mother,Violet010200,"oh , okay .",Violet,0.0,0.0,[],[1|0|INCROOT 2|1|LP] [3|1|ENUM 4|1|PUNCT],[co|oh cm|cm] [adj|okay .],,,,,,,,,,MotherofViolet_Violet010200_205
,206,Mother,Violet010200,woo !,Violet,1270.721,1273.656,[],[1|0|INCROOT 2|1|PUNCT],[co|woo !],,,,,,,,,,MotherofViolet_Violet010200_206
,207,Father,Violet010200,"they're the same size , I don't know .",Violet,0.0,0.0,[],[1|5|SUBJ 2|5|AUX] [3|5|DET] [4|5|MOD] [5|0|INCROOT 6|5|LP] [7|10|SUBJ] [8|10|AUX 9|8|NEG] [10|5|ENUM 11|5|PUNCT],[pro:sub|they~aux|be&PRES] [det:art|the] [adj|same] [n|size cm|cm] [pro:sub|I] [mod|do~neg|not] [v|know .],,,,,,,,,,FatherofViolet_Violet010200_207
,208,Mother,Violet010200,woo .,Violet,1273.656,1275.44,[],[1|0|INCROOT 2|1|PUNCT],[co|woo .],,,,,,,,,,MotherofViolet_Violet010200_208
,209,Mother,Violet010200,woo .,Violet,1275.44,1277.351,[],[1|0|INCROOT 2|1|PUNCT],[co|woo .],,,,,,,,,,MotherofViolet_Violet010200_209
,210,Mother,Violet010200,"woo , baby .",Violet,1277.351,1281.048,"everybody is off camera , cannot tell what they are doing",[1|0|ROOT 2|1|LP] [3|1|ENUM 4|1|PUNCT],[v|woo cm|cm] [n|baby .],,,,,,,,,,MotherofViolet_Violet010200_210
,211,Mother,Violet010200,you want that ?,Violet,1281.048,1291.815,[],[1|2|SUBJ] [2|0|ROOT] [3|2|OBJ 4|2|PUNCT],[pro:per|you] [v|want] [pro:dem|that ?],,,,,,,,,,MotherofViolet_Violet010200_211
,212,Father,Violet010200,would you like xxx .,Violet,1291.815,1295.088,[],[1|0|INCROOT] [2|1|OBJ] [3|2|COM] [4|1|PUNCT],[mod|will&COND] [pro:per|you] [co|like] [.],,,,,,,,,,FatherofViolet_Violet010200_212
,213,Mother,Violet010200,yeah .,Violet,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[co|yeah .],,,,,,,,,,MotherofViolet_Violet010200_213
,214,Mother,Violet010200,"I don't know , I mean (t:t:trail off)",Violet,1295.088,1301.386,[],[1|4|SUBJ] [2|4|AUX 3|2|NEG] [4|0|ROOT 5|4|LP] [6|7|SUBJ] [7|4|CJCT 8|4|PUNCT],[pro:sub|I] [mod|do~neg|not] [v|know cm|cm] [pro:sub|I] [v|mean (mt:trail off)],,,,,,,,,,MotherofViolet_Violet010200_214
,215,Mother,Violet010200,I don't know .,Violet,1301.386,1325.631,The camera angle shifts to focus on CHI again,[1|4|SUBJ] [2|4|AUX 3|2|NEG] [4|0|ROOT 5|4|PUNCT],[pro:sub|I] [mod|do~neg|not] [v|know .],,,,,,,,,,MotherofViolet_Violet010200_215
,216,Violet,Violet010200,"xxx , yyy , yyy , yyy .",Violet,1325.633,1335.296,[],[1|0|INCROOT] [2|1|LP] [3|1|LP] [4|1|PUNCT],[cm|cm] [cm|cm] [cm|cm] [.],,,,,,,,,,VioletofViolet_Violet010200_216
,217,Mother,Violet010200,it's recording,Violet,0.0,0.0,[],[1|3|SUBJ 2|3|AUX] [3|8|LINK 4|3|LP],[pro:per|it~aux|be&3S] [part|record-PRESP cm|cm] ,,,,,,,,,,MotherofViolet_Violet010200_217
,217,Mother,Violet010200,it doesn't matter what it sees,Violet,0.0,0.0,[],[5|8|SUBJ] [6|8|AUX 7|6|NEG] [8|0|ROOT] [9|11|LINK] ,[pro:per|it] [mod|do&3S~neg|not] [v|matter] [pro:int|what],,,,,,,,,,MotherofViolet_Violet010200_217
,217,Mother,Violet010200,it's just extra .,Violet,0.0,0.0,[],[10|11|SUBJ] [11|8|COMP 12|11|LP] [13|14|SUBJ 14|11|COMP] [15|16|MOD] [16|14|PRED 17|8|PUNCT],[pro:per|it~cop|be&3S] [adj|just] [n|extra .],,,,,,,,,,MotherofViolet_Violet010200_217
,218,Mother,Violet010200,there's like a little burn on that .,Violet,1335.296,1341.68,[],[1|2|SUBJ 2|0|ROOT] [3|2|JCT] [4|6|DET] [5|6|MOD] [6|3|POBJ] [7|6|NJCT] [8|7|POBJ 9|2|PUNCT],[pro:exist|there~aux|be&3S] [prep|like] [det:art|a] [adj|little] [n|burn] [prep|on] [pro:dem|that .],,,,,,,,,,MotherofViolet_Violet010200_218
,219,Father,Violet010200,I get that on some of my other shirts .,Violet,1341.68,1344.265,[],[1|2|SUBJ] [2|0|ROOT] [3|2|OBJ] [4|2|JCT] [5|4|POBJ] [6|5|NJCT] [7|9|MOD] [8|9|QUANT] [9|6|POBJ 10|2|PUNCT],[pro:sub|I] [v|get] [pro:dem|that] [prep|on] [qn|some] [prep|of] [det:poss|my] [qn|other] [n|shirt-PL .],,,,,,,,,,FatherofViolet_Violet010200_219
,220,Father,Violet010200,"the exact same mark , two of them .",Violet,1344.265,1349.216,[],[1|4|DET] [2|4|MOD] [3|4|MOD] [4|0|INCROOT 5|4|LP] [6|7|QUANT] [7|4|NJCT] [8|7|POBJ 9|4|PUNCT],[det:art|the] [adj|exact] [adj|same] [n|mark cm|cm] [det:num|two] [prep|of] [pro:obj|them .],,,,,,,,,,FatherofViolet_Violet010200_220
,221,Mother,Violet010200,really ?,Violet,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[adv|real&dadj-LY ?],,,,,,,,,,MotherofViolet_Violet010200_221
,222,Father,Violet010200,one dark and one faded .,Violet,1349.216,1350.703,MOT hands CHI a book,[1|2|QUANT] [2|0|INCROOT] [3|2|CONJ] [4|5|AUX] [5|3|COORD 6|2|PUNCT],[det:num|one] [n|dark] [coord|and] [pro:indef|one] [part|fade-PASTP .],,,,,,,,,,FatherofViolet_Violet010200_222
,223,Mother,Violet010200,here's a little book to look at .,Violet,1350.703,1366.875,[],[1|2|SUBJ 2|0|ROOT] [3|5|DET] [4|5|MOD] [5|2|PRED] [6|7|INF] [7|5|XMOD] [8|7|JCT 9|2|PUNCT],[pro:exist|here~cop|be&3S] [det:art|a] [adj|little] [n|book] [inf|to] [v|look] [prep|at .],,,,,,,,,,MotherofViolet_Violet010200_223
,224,Father,Violet010200,xxx feet for that .,Violet,1366.876,1368.82,[],[] [1|0|INCROOT] [2|1|NJCT] [3|2|POBJ 4|1|PUNCT],[] [n|foot&PL] [prep|for] [pro:dem|that .],,,,,,,,,,FatherofViolet_Violet010200_224
,225,Father,Violet010200,two little disks or something ,Violet,1368.82,1376.996,[],[1|3|QUANT] [2|3|MOD] [3|11|SUBJ] [4|3|CONJ],[det:num|two] [adj|little] [n|disk-PL] [coord|or] [pro:indef|something],,,,,,,,,,FatherofViolet_Violet010200_225
,225,Father,Violet010200,so it will sit straight,Violet,0.0,0.0,[],[5|4|COORD] [6|9|LINK] [7|9|SUBJ] [8|9|AUX] [9|3|CJCT] [10|11|JCT] ,[conj|so] [pro:per|it] [mod|will] [v|sit] [adv|straight] ,,,,,,,,,,FatherofViolet_Violet010200_225
,225,Father,Violet010200,believe me it's so far off the wall .,Violet,0.0,0.0,[],[11|0|ROOT] [12|11|OBJ] [13|14|SUBJ 14|11|COMP] [15|16|JCT] [16|14|JCT] [17|14|JCT] [18|19|DET] [19|17|POBJ 20|11|PUNCT],[v|believe] [pro:obj|me] [pro:per|it~cop|be&3S] [adv|so] [adv|far] [prep|off] [det:art|the] [n|wall .],,,,,,,,,,FatherofViolet_Violet010200_225
,226,Mother,Violet010200,oh okay .,Violet,1376.996,1378.411,[],[1|2|COM] [2|0|INCROOT 3|2|PUNCT],[co|oh] [co|okay .],,,,,,,,,,MotherofViolet_Violet010200_226
,227,Father,Violet010200,I think xxx .,Violet,1378.411,1381.723,[],[1|2|SUBJ] [2|0|ROOT] [3|2|PUNCT],[pro:sub|I] [v|think] [.],,,,,,,,,,FatherofViolet_Violet010200_227
,228,Mother,Violet010200,well miss Violet shall we get you dressed sometime ?,Violet,1381.723,1406.811,[],[1|2|COM] [2|6|LINK] [3|6|SUBJ] [4|6|AUX] [5|6|SUBJ] [6|0|ROOT] [7|8|SUBJ] [8|6|COMP] [9|8|JCT 10|6|PUNCT],[co|well] [n|miss] [n:prop|Violet] [mod|shall] [pro:sub|we] [v|get] [pro:per|you] [v|dress-PAST] [adv|sometime ?],,,,,,,,,,MotherofViolet_Violet010200_228
,229,Violet,Violet010200,xxx .,Violet,1406.813,1409.79,[],[],[],,,,,,,,,,VioletofViolet_Violet010200_229
,230,Mother,Violet010200,yo an old apple over here .,Violet,1409.79,1413.885,[],[1|4|COM] [2|4|DET] [3|4|MOD] [4|0|INCROOT] [5|6|JCT] [6|4|JCT 7|4|PUNCT],[co|yo] [det:art|a] [adj|old] [n|apple] [adv|over] [adv|here .],,,,,,,,,,MotherofViolet_Violet010200_230
,231,Father,Violet010200,hello Violet .,Violet,1414.211,1417.565,"FAT walks over to CHI , starts talking to her",[1|2|COM] [2|0|ROOT 3|2|PUNCT],[co|hello] [n:prop|Violet .],,,,,,,,,,FatherofViolet_Violet010200_231
,232,Father,Violet010200,yeah that's a comfy seat .,Violet,1417.565,1421.428,[],[1|3|COM] [2|3|SUBJ 3|0|ROOT] [4|6|DET] [5|6|MOD] [6|3|PRED 7|3|PUNCT],[co|yeah] [pro:dem|that~cop|be&3S] [det:art|a] [adj|comfy] [n|seat .],,,,,,,,,,FatherofViolet_Violet010200_232
,233,Father,Violet010200,whoa .,Violet,1421.428,1422.83,[],[1|0|INCROOT 2|1|PUNCT],[co|whoa .],,,,,,,,,,FatherofViolet_Violet010200_233
,234,Father,Violet010200,"whoa , fall right down .",Violet,1422.83,1480.24,[],[1|0|INCROOT 2|1|LP] [3|1|ENUM] [4|5|JCT] [5|3|NJCT 6|1|PUNCT],[co|whoa cm|cm] [n|fall] [adv|right] [adv|down .],,,,,,,,,,FatherofViolet_Violet010200_234
,235,Father,Violet010200,you gonna cover yourself up,Violet,1480.24,1491.72,[],[1|3|SUBJ] [2|3|AUX] [3|0|ROOT] [4|3|OBJ] [5|3|JCT 6|3|LP],[pro:per|you] [mod:aux|gonna] [v|cover] [pro:refl|yourself] [adv|up cm|cm] ,,,,,,,,,,FatherofViolet_Violet010200_235
,235,Father,Violet010200,you chilly .,Violet,0.0,0.0,[], [7|3|COMP] [8|7|PRED 9|3|PUNCT],[pro:per|you] [adj|chill&dn-Y .],,,,,,,,,,FatherofViolet_Violet010200_235
,236,Mother,Violet010200,Violet you want some more peanut butter and jelly ?,Violet,1491.483,1494.811,[],[1|3|LINK] [2|3|SUBJ] [3|0|ROOT] [4|6|QUANT] [5|6|QUANT] [6|7|MOD] [7|3|OBJ] [8|7|CONJ] [9|8|COORD 10|3|PUNCT],[n:prop|Violet] [pro:per|you] [v|want] [qn|some] [qn|more] [n|peanut] [n|butter] [coord|and] [n|jelly ?],,,,,,,,,,MotherofViolet_Violet010200_236
,237,Mother,Violet010200,crusty old .,Violet,1494.811,1499.143,[],[1|0|INCROOT] [2|1|PRED 3|1|PUNCT],[adj|crust&dn-Y] [adj|old .],,,,,,,,,,MotherofViolet_Violet010200_237
,238,Father,Violet010200,a little peanut butter and jelly sandwich .,Violet,1499.143,1503.943,[],[1|4|DET] [2|3|MOD] [3|4|MOD] [4|0|INCROOT] [5|4|CONJ] [6|7|MOD] [7|5|COORD 8|4|PUNCT],[det:art|a] [adj|little] [n|peanut] [n|butter] [coord|and] [n|jelly] [n|sandwich .],,,,,,,,,,FatherofViolet_Violet010200_238
,239,Father,Violet010200,yeah .,Violet,1503.943,1506.678,[],[1|0|INCROOT 2|1|PUNCT],[co|yeah .],,,,,,,,,,FatherofViolet_Violet010200_239
,240,Father,Violet010200,good job .,Violet,1506.678,1510.881,[],[1|2|MOD] [2|0|INCROOT 3|2|PUNCT],[adj|good] [n|job .],,,,,,,,,,FatherofViolet_Violet010200_240
,241,Father,Violet010200,xxx .,Violet,1510.881,1517.896,[],[],[],,,,,,,,,,FatherofViolet_Violet010200_241
,242,Father,Violet010200,be right back down Violetta .,Violet,1517.896,1522.748,[],[1|0|ROOT] [2|3|JCT] [3|1|JCT] [4|5|JCT] [5|1|PRED 6|1|PUNCT],[cop|be] [adv|right] [adv|back] [adv|down] [n:prop|Violetta .],,,,,,,,,,FatherofViolet_Violet010200_242
,243,Mother,Violet010200,xxx .,Violet,1522.748,1530.845,[],[],[],,,,,,,,,,MotherofViolet_Violet010200_243
,244,Mother,Violet010200,well my hats are (t:t:trail off),Violet,1530.845,1536.285,[],[1|3|COM] [2|3|MOD] [3|4|SUBJ] [4|0|ROOT 5|4|PUNCT],[co|well] [det:poss|my] [n|hat-PL] [cop|be&PRES (mt:trail off)],,,,,,,,,,MotherofViolet_Violet010200_244
,245,Father,Violet010200,they look great .,Violet,1536.285,1541.196,[],[1|2|SUBJ] [2|0|ROOT] [3|2|JCT 4|2|PUNCT],[pro:sub|they] [v|look] [adj|great .],,,,,,,,,,FatherofViolet_Violet010200_245
,246,Father,Violet010200,I think it looks great .,Violet,1541.196,1545.083,[],[1|2|SUBJ] [2|0|ROOT] [3|4|SUBJ] [4|2|COMP] [5|4|JCT 6|2|PUNCT],[pro:sub|I] [v|think] [pro:per|it] [v|look-3S] [adj|great .],,,,,,,,,,FatherofViolet_Violet010200_246
,247,Mother,Violet010200,what do you think Violet ?,Violet,1545.083,1548.811,[],[1|4|LINK] [2|4|AUX] [3|4|SUBJ] [4|0|ROOT] [5|4|OBJ 6|4|PUNCT],[pro:int|what] [mod|do] [pro:per|you] [v|think] [n:prop|Violet ?],,,,,,,,,,MotherofViolet_Violet010200_247
,248,Mother,Violet010200,like my hat ?,Violet,1548.811,1551.885,[],[1|0|INCROOT] [2|3|MOD] [3|1|POBJ 4|1|PUNCT],[prep|like] [det:poss|my] [n|hat ?],,,,,,,,,,MotherofViolet_Violet010200_248
,249,Mother,Violet010200,hat .,Violet,1551.885,1553.948,[],[1|0|INCROOT 2|1|PUNCT],[n|hat .],,,,,,,,,,MotherofViolet_Violet010200_249
,250,Father,Violet010200,"you know what else I need , a Christmas hat .",Violet,1553.948,1564.716,[],[1|2|SUBJ] [2|0|ROOT] [3|6|LINK] [4|3|PQ] [5|6|SUBJ] [6|2|COMP 7|6|LP] [8|10|DET] [9|10|MOD] [10|2|OBJ 11|2|PUNCT],[pro:per|you] [v|know] [pro:int|what] [post|else] [pro:sub|I] [v|need cm|cm] [det:art|a] [n:prop|Christmas] [n|hat .],,,,,,,,,,FatherofViolet_Violet010200_250
,251,Father,Violet010200,I know I always think of it at the last minute .,Violet,1564.716,1568.118,[],[1|2|SUBJ] [2|0|ROOT] [3|5|SUBJ] [4|5|JCT] [5|2|COMP] [6|5|JCT] [7|6|POBJ] [8|7|JCT] [9|11|DET] [10|11|MOD] [11|8|POBJ 12|2|PUNCT],[pro:sub|I] [v|know] [pro:sub|I] [adv|always] [v|think] [prep|of] [pro:per|it] [prep|at] [det:art|the] [n|last] [n|minute .],,,,,,,,,,FatherofViolet_Violet010200_251
,252,Mother,Violet010200,you do .,Violet,0.0,0.0,[],[1|2|SUBJ] [2|0|ROOT 3|2|PUNCT],[pro:per|you] [v|do .],,,,,,,,,,MotherofViolet_Violet010200_252
,253,Father,Violet010200,"usually I think of it when I you know , I'm searching for a shirt .",Violet,1568.118,1574.86,[],[1|3|JCT] [2|3|SUBJ] [3|0|ROOT] [4|3|JCT] [5|4|POBJ] [6|9|LINK] [7|9|SUBJ] [8|9|SUBJ] [9|3|CJCT 10|9|LP] [11|13|SUBJ 12|13|AUX] [13|9|COMP] [14|13|JCT] [15|16|DET] [16|14|POBJ 17|3|PUNCT],[adv|usual&dadj-LY] [pro:sub|I] [v|think] [prep|of] [pro:per|it] [conj|when] [pro:sub|I] [pro:per|you] [v|know cm|cm] [pro:sub|I~aux|be&1S] [part|search-PRESP] [prep|for] [det:art|a] [n|shirt .],,,,,,,,,,FatherofViolet_Violet010200_253
,254,Mother,Violet010200,"yeah , no people will buy you shirts .",Violet,0.0,0.0,[],[1|6|COM 2|1|LP] [3|4|QUANT] [4|6|SUBJ] [5|6|AUX] [6|0|ROOT] [7|8|MOD] [8|6|OBJ 9|6|PUNCT],[co|yeah cm|cm] [qn|no] [n|person&PL] [mod|will] [v|buy] [pro:per|you] [n|shirt-PL .],,,,,,,,,,MotherofViolet_Violet010200_254
,255,Mother,Violet010200,that's gonna be,Violet,0.0,0.0,[],[1|4|SUBJ 2|4|AUX] [3|4|AUX] [4|0|ROOT 5|4|LP],[pro:dem|that~aux|be&3S] [mod:aux|gonna] [cop|be cm|cm] ,,,,,,,,,,MotherofViolet_Violet010200_255
,255,Mother,Violet010200,that's what people buy you .,Violet,1574.86,1579.965,[],[6|7|SUBJ 7|4|CJCT] [8|9|MOD] [9|10|SUBJ] [10|7|PRED] [11|10|OBJ 12|4|PUNCT],[pro:dem|that~cop|be&3S] [pro:int|what] [n|person&PL] [v|buy] [pro:per|you .],,,,,,,,,,MotherofViolet_Violet010200_255
,256,Father,Violet010200,if they buy me a few shirts and pants then I'll be very happy .,Violet,0.0,0.0,[],[1|3|LINK] [2|3|SUBJ] [3|0|ROOT] [4|3|OBJ] [5|7|DET] [6|7|QUANT] [7|3|OBJ] [8|3|CONJ] [9|8|COORD] [10|13|JCT] [11|13|SUBJ 12|13|AUX] [13|9|COMP] [14|15|JCT] [15|13|PRED 16|3|PUNCT],[conj|if] [pro:sub|they] [v|buy] [pro:obj|me] [det:art|a] [qn|few] [n|shirt-PL] [coord|and] [v|pant-3S] [adv:tem|then] [pro:sub|I~mod|will] [cop|be] [adv|very] [adj|happy .],,,,,,,,,,FatherofViolet_Violet010200_256
,257,Mother,Violet010200,they will .,Violet,0.0,0.0,[],[1|2|SUBJ] [2|0|ROOT 3|2|PUNCT],[pro:sub|they] [mod|will .],,,,,,,,,,MotherofViolet_Violet010200_257
,258,Mother,Violet010200,they will,Violet,0.0,0.0,[],[1|4|SUBJ] [2|4|AUX 3|2|LP],[pro:sub|they] [mod|will cm|cm] ,,,,,,,,,,MotherofViolet_Violet010200_258
,258,Mother,Violet010200,they just asked your size so (t:t:trail off),Violet,1579.965,1583.341,[],[4|6|SUBJ] [5|6|JCT] [6|0|ROOT] [7|8|MOD] [8|6|OBJ] [9|6|JCT 10|6|PUNCT],[pro:sub|they] [adv|just] [v|ask-PAST] [det:poss|your] [n|size] [adv|so (mt:trail off)],,,,,,,,,,MotherofViolet_Violet010200_258
,259,Mother,Violet010200,your mother will buy you boots .,Violet,1583.341,1586.285,[],[1|2|MOD] [2|4|SUBJ] [3|4|AUX] [4|0|ROOT] [5|6|SUBJ] [6|4|COMP 7|4|PUNCT],[det:poss|your] [n|mother] [mod|will] [v|buy] [pro:per|you] [v|boot-3S .],,,,,,,,,,MotherofViolet_Violet010200_259
,260,Father,Violet010200,you mother will buy me clothes .,Violet,1586.285,1588.96,[],[1|2|SUBJ] [2|0|ROOT] [3|4|AUX] [4|2|COMP] [5|4|OBJ] [6|4|OBJ 7|2|PUNCT],[pro:per|you] [v|mother] [mod|will] [v|buy] [pro:obj|me] [n:pt|clothes .],,,,,,,,,,FatherofViolet_Violet010200_260
,261,Mother,Violet010200,my mother will buy you clothes .,Violet,0.0,0.0,[],[1|2|MOD] [2|4|SUBJ] [3|4|AUX] [4|0|ROOT] [5|4|OBJ] [6|4|OBJ 7|4|PUNCT],[det:poss|my] [n|mother] [mod|will] [v|buy] [pro:per|you] [n:pt|clothes .],,,,,,,,,,MotherofViolet_Violet010200_261
,262,Father,Violet010200,that's how I want it .,Violet,1588.96,1590.128,[],[1|2|SUBJ 2|0|ROOT] [3|5|LINK] [4|5|SUBJ] [5|2|PRED] [6|5|OBJ 7|2|PUNCT],[pro:dem|that~cop|be&3S] [adv:int|how] [pro:sub|I] [v|want] [pro:per|it .],,,,,,,,,,FatherofViolet_Violet010200_262
,263,Mother,Violet010200,and (.) oh we just got these new pajamas for xxx from Sam .,Violet,1590.128,1600.545,[],[1|5|LINK] [2|5|COM] [3|5|SUBJ] [4|5|JCT] [5|0|ROOT] [6|8|DET] [7|8|MOD] [8|5|OBJ] [9|8|NJCT] [] [10|9|POBJ] [11|10|POBJ 12|5|PUNCT],[coord|and] [co|oh] [pro:sub|we] [adv|just] [v|get&PAST] [pro:dem|these] [adj|new] [n|pajamas] [prep|for] [] [prep|from] [n:prop|Sam .],,,,,,,,,,MotherofViolet_Violet010200_263
,264,Mother,Violet010200,they're cute .,Violet,1600.545,1605.191,[],[1|2|SUBJ 2|0|ROOT] [3|2|PRED 4|2|PUNCT],[pro:sub|they~aux|be&PRES] [adj|cute .],,,,,,,,,,MotherofViolet_Violet010200_264
,265,Father,Violet010200,cool .,Violet,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[adj|cool .],,,,,,,,,,FatherofViolet_Violet010200_265
,266,Mother,Violet010200,with this shirt .,Violet,0.0,0.0,[],[1|0|INCROOT] [2|3|DET] [3|1|POBJ 4|1|PUNCT],[prep|with] [pro:dem|this] [n|shirt .],,,,,,,,,,MotherofViolet_Violet010200_266
,267,Father,Violet010200,really nice .,Violet,1606.076,1608.503,[],[1|2|JCT] [2|0|INCROOT 3|2|PUNCT],[adv|real&dadj-LY] [adj|nice .],,,,,,,,,,FatherofViolet_Violet010200_267
,268,Father,Violet010200,want me to put them up in his room,Violet,1608.503,1613.078,[],[1|0|ROOT] [2|1|OBJ] [3|4|INF] [4|1|XCOMP] [5|4|OBJ] [6|4|JCT] [7|4|JCT] [8|9|MOD] [9|7|POBJ],[v|want] [pro:obj|me] [inf|to] [v|put&ZERO] [pro:obj|them] [adv|up] [prep|in] [det:poss|his] [n|room] ,,,,,,,,,,FatherofViolet_Violet010200_268
,268,Father,Violet010200,I'm goin<g> up there .,Violet,0.0,0.0,[], [10|12|SUBJ 11|12|AUX] [12|4|COMP] [13|12|JCT] [14|12|JCT 15|1|PUNCT],[pro:sub|I~aux|be&1S] [part|go-PRESP] [adv|up] [adv|there .],,,,,,,,,,FatherofViolet_Violet010200_268
,269,Mother,Violet010200,yeah you can bring this up .,Violet,1613.078,1623.216,[],[1|4|COM] [2|4|SUBJ] [3|4|AUX] [4|0|ROOT] [5|4|OBJ] [6|4|JCT 7|4|PUNCT],[co|yeah] [pro:per|you] [mod|can] [v|bring] [pro:dem|this] [adv|up .],,,,,,,,,,MotherofViolet_Violet010200_269
,270,Father,Violet010200,thank you .,Violet,1623.218,1624.778,[],[1|0|ROOT] [2|1|OBJ 3|1|PUNCT],[v|thank] [pro:per|you .],,,,,,,,,,FatherofViolet_Violet010200_270
,271,Mother,Violet010200,Violet's (replacement:replacement:Violet is) just sitting there .,Violet,1624.778,1637.675,"MOT leaves for a little while , comes back and starts talking to CHI",[1|4|SUBJ 2|4|AUX] [3|4|JCT] [4|0|ROOT] [5|4|JCT 6|4|PUNCT],[n:prop|Violet aux|be&3S] [adv|just] [part|sit-PRESP] [adv|there .],,,,,,,,,,MotherofViolet_Violet010200_271
,272,Mother,Violet010200,boo .,Violet,1637.676,1640.633,[],[1|0|INCROOT 2|1|PUNCT],[co|boo .],,,,,,,,,,MotherofViolet_Violet010200_272
,273,Mother,Violet010200,&di boo .,Violet,1640.633,1646.568,[],[] [1|0|INCROOT 2|1|PUNCT],[] [co|boo .],,,,,,,,,,MotherofViolet_Violet010200_273
,274,Violet,Violet010200,yyy .,Violet,1646.568,1648.456,[],[],[],,,,,,,,,,VioletofViolet_Violet010200_274
,275,Mother,Violet010200,what ?,Violet,1648.456,1649.705,[],[1|0|INCROOT 2|1|PUNCT],[pro:int|what ?],,,,,,,,,,MotherofViolet_Violet010200_275
