Utt#,Record #,Speaker,Session,Orthography,Child,start_seconds,end_seconds,Situation,GRASP,Morphology,SpeechAct,ClauseType,UttGoals,SubQ,SubI,Comments,FollowUp?,TagType,ToAdults?,uttid
,478,Mother,Violet010200,"Violet , uhoh where you going ?",Violet,2590.42,2594.228,[],[1|0|INCROOT 2|1|LP] [3|6|COM] [4|6|LINK] [5|6|SUBJ] [6|1|ENUM 7|1|PUNCT],[n:prop|Violet cm|cm] [co|uhoh] [pro:rel|where] [pro:per|you] [part|go-PRESP ?],,,,,,,,,,MotherofViolet_Violet010200_478
,479,Mother,Violet010200,where you going ?,Violet,2594.228,2597.178,[],[1|3|LINK] [2|3|SUBJ] [3|0|ROOT 4|3|PUNCT],[adv:int|where] [pro:per|you] [part|go-PRESP ?],,,,,,,,,,MotherofViolet_Violet010200_479
,480,Mother,Violet010200,Violet ?,Violet,2597.178,2599.765,[],[1|0|INCROOT 2|1|PUNCT],[n:prop|Violet ?],,,,,,,,,,MotherofViolet_Violet010200_480
,481,Mother,Violet010200,Violet .,Violet,2599.765,2602.173,[],[1|0|INCROOT 2|1|PUNCT],[n:prop|Violet .],,,,,,,,,,MotherofViolet_Violet010200_481
,482,Mother,Violet010200,Violet .,Violet,2602.173,2605.615,[],[1|0|INCROOT 2|1|PUNCT],[n:prop|Violet .],,,,,,,,,,MotherofViolet_Violet010200_482
,483,Mother,Violet010200,where you going ?,Violet,2605.615,2608.188,[],[1|3|LINK] [2|3|SUBJ] [3|0|ROOT 4|3|PUNCT],[adv:int|where] [pro:per|you] [part|go-PRESP ?],,,,,,,,,,MotherofViolet_Violet010200_483
,484,Mother,Violet010200,you gotta get your clothes on,Violet,2608.188,2611.41,[],[1|3|SUBJ] [2|3|AUX] [3|0|ROOT] [4|5|MOD] [5|3|OBJ] [6|9|JCT],[pro:per|you] [mod:aux|gotta] [v|get] [det:poss|your] [n:pt|clothes] [adv|on],,,,,,,,,,MotherofViolet_Violet010200_484
,484,Mother,Violet010200,your not dressed yet .,Violet,0.0,0.0,[],[7|9|MOD] [8|7|NEG] [9|3|XJCT] [10|9|JCT 11|3|PUNCT],[det:poss|your] [neg|not] [part|dress-PASTP] [adv|yet .],,,,,,,,,,MotherofViolet_Violet010200_484
,485,Mother,Violet010200,come on .,Violet,2611.41,2616.505,[],[1|0|ROOT] [2|1|JCT 3|1|PUNCT],[v|come] [adv|on .],,,,,,,,,,MotherofViolet_Violet010200_485
,486,Violet,Violet010200,yyy .,Violet,2616.505,2619.811,[],[],[],,,,,,,,,,VioletofViolet_Violet010200_486
,487,Violet,Violet010200,xxx yyy yyy xxx .,Violet,2619.811,2625.09,[],[],[],,,,,,,,,,VioletofViolet_Violet010200_487
,488,Mother,Violet010200,"yeah that , you got_to put that on .",Violet,0.0,0.0,[],[1|6|COM] [2|6|LINK 3|2|LP] [4|6|SUBJ] [5|6|AUX] [6|0|ROOT] [7|6|OBJ] [8|6|JCT 9|6|PUNCT],[co|yeah] [pro:rel|that cm|cm] [pro:per|you] [mod:aux|got_to] [v|put&ZERO] [pro:dem|that] [adv|on .],,,,,,,,,,MotherofViolet_Violet010200_488
,489,Violet,Violet010200,xxx .,Violet,2625.09,2631.375,[],[],[],,,,,,,,,,VioletofViolet_Violet010200_489
,490,Mother,Violet010200,Violet .,Violet,2631.375,2637.901,[],[1|0|INCROOT 2|1|PUNCT],[n:prop|Violet .],,,,,,,,,,MotherofViolet_Violet010200_490
,491,Mother,Violet010200,come on Gutchi_Gutchi,Violet,0.0,0.0,[],[1|0|ROOT] [2|1|JCT] [3|2|POBJ 4|1|LP],[v|come] [prep|on] [n:prop|Gutchi_Gutchi cm|cm],,,,,,,,,,MotherofViolet_Violet010200_491
,491,Mother,Violet010200,if you want to go play with the babies .,Violet,2637.901,2641.528,,[5|7|LINK] [6|7|SUBJ] [7|1|CJCT] [8|9|INF] [9|7|XCOMP] [10|9|OBJ] [11|9|JCT] [12|13|DET] [13|11|POBJ 14|1|PUNCT],[conj|if] [pro:per|you] [v|want] [inf|to] [v|go] [n|play] [prep|with] [det:art|the] [n|baby-PL .],,,,,,,,,,MotherofViolet_Violet010200_491
,492,Mother,Violet010200,wanna go play babies ?,Violet,2641.528,2643.731,[],[1|2|AUX] [2|0|ROOT] [3|4|MOD] [4|2|OBJ 5|2|PUNCT],[mod:aux|wanna] [v|go] [n|play] [n|baby-PL ?],,,,,,,,,,MotherofViolet_Violet010200_492
,493,Mother,Violet010200,wanna play toys this morning with the babies,Violet,2643.731,2651.766,[],[1|2|AUX] [2|0|ROOT] [3|2|OBJ] [4|2|JCT] [5|10|COM] [6|5|JCT] [7|8|DET] [8|6|POBJ] [9|10|SUBJ] [10|4|COMP] ,[mod:aux|wanna] [v|play] [n|toy-PL] [det:dem|this] [co|morning] [prep|with] [det:art|the] [n|baby-PL],,,,,,,,,,MotherofViolet_Violet010200_493
,493,Mother,Violet010200,you have to come and get dressed,Violet,0.0,0.0,[],[13|16|SUBJ] [14|16|AUX] [15|16|SUBJ] [16|12|COMP] , [pro:per|you] [v|have] [inf|to] [v|come] [coord|and] [aux|get] [part|dress-PASTP],,,,,,,,,,MotherofViolet_Violet010200_493
,493,Mother,Violet010200,come on .,Violet,0.0,0.0,[],[17|16|JCT 18|2|PUNCT],[v|come] [adv|on .],,,,,,,,,,MotherofViolet_Violet010200_493
,494,Mother,Violet010200,come on .,Violet,0.0,0.0,[],[1|0|ROOT] [2|1|JCT 3|1|PUNCT],[v|come] [adv|on .],,,,,,,,,,MotherofViolet_Violet010200_494
,495,Mother,Violet010200,dirty dirty dirty dirty dirty .,Violet,2657.77,2668.033,[],[1|5|MOD] [2|5|MOD] [3|5|MOD] [4|5|MOD] [5|0|INCROOT 6|5|PUNCT],[adj|dirt&dn-Y] [adj|dirt&dn-Y] [adj|dirt&dn-Y] [adj|dirt&dn-Y] [adj|dirt&dn-Y .],,,,,,,,,,MotherofViolet_Violet010200_495
,496,Mother,Violet010200,dirty dirty dirty dirty .,Violet,2668.033,2672.45,[],[1|4|MOD] [2|4|MOD] [3|4|MOD] [4|0|INCROOT 5|4|PUNCT],[adj|dirt&dn-Y] [adj|dirt&dn-Y] [adj|dirt&dn-Y] [adj|dirt&dn-Y .],,,,,,,,,,MotherofViolet_Violet010200_496
,497,Mother,Violet010200,come sit here ,Violet,0.0,0.0,[],[1|6|LINK] [2|1|OBJ] [3|1|JCT 4|1|LP],[v|come] [v|sit] [adv|here cm|cm],,,,,,,,,,MotherofViolet_Violet010200_497
,497,Mother,Violet010200,mommy put your pants on .,Violet,2672.45,2678.48,[],[5|6|SUBJ] [6|0|ROOT] [7|8|MOD] [8|6|OBJ] [9|6|JCT 10|6|PUNCT],[n|mommy] [v|put&ZERO] [det:poss|your] [n:pt|pants] [adv|on .],,,,,,,,,,MotherofViolet_Violet010200_497
,498,Mother,Violet010200,foot,Violet,0.0,0.0,[],[1|0|INCROOT 2|1|LP],[n|foot cm|cm],,,,,,,,,,MotherofViolet_Violet010200_498
,498,Mother,Violet010200,where's the foot,Violet,2678.48,2686.896,[],[5|6|DET] [6|4|PRED 7|6|LP] [8|9|LINK 9|6|XMOD] ,[adv:int|where~cop|be&3S] [det:art|the] [n|foot cm|cm],,,,,,,,,,MotherofViolet_Violet010200_498
,498,Mother,Violet010200,where's the foot,Violet,0.0,0.0,[],[5|6|DET] [6|4|PRED 7|6|LP] [8|9|LINK 9|6|XMOD] ,[adv:int|where~cop|be&3S] [det:art|the] [n|foot cm|cm],,,,,,,,,,MotherofViolet_Violet010200_498
,498,Mother,Violet010200,where's the foot,Violet,0.0,0.0,[],[5|6|DET] [6|4|PRED 7|6|LP] [8|9|LINK 9|6|XMOD] ,[adv:int|where~cop|be&3S] [det:art|the] [n|foot cm|cm],,,,,,,,,,MotherofViolet_Violet010200_498
,498,Mother,Violet010200,where's the foot ,Violet,0.0,0.0,[],[5|6|DET] [6|4|PRED 7|6|LP] [8|9|LINK 9|6|XMOD] ,[adv:int|where~cop|be&3S] [det:art|the] [n|foot cm|cm],,,,,,,,,,MotherofViolet_Violet010200_498
,498,Mother,Violet010200,"where's the foot , &-uh .",Violet,0.0,0.0,[],[5|6|DET] [6|4|PRED 7|6|LP] [8|9|LINK 9|6|XMOD] ,[adv:int|where~cop|be&3S] [det:art|the] [n|foot cm|cm],,,,,,,,,,MotherofViolet_Violet010200_498
,499,Mother,Violet010200,there it is .,Violet,2686.896,2690.791,[],[1|3|JCT] [2|3|SUBJ] [3|0|ROOT 4|3|PUNCT],[adv|there] [pro:per|it] [cop|be&3S .],,,,,,,,,,MotherofViolet_Violet010200_499
,500,Mother,Violet010200,where's the foot,Violet,2690.791,2694.33,[],[1|2|LINK 2|0|ROOT] [3|4|DET] [4|2|PRED 5|4|LP],[adv:int|where~cop|be&3S] [det:art|the] [n|foot cm|cm],,,,,,,,,,MotherofViolet_Violet010200_500
,500,Mother,Violet010200,where's the foot,Violet,0.0,0.0,[],[1|2|LINK 2|0|ROOT] [3|4|DET] [4|2|PRED 5|4|LP],[adv:int|where~cop|be&3S] [det:art|the] [n|foot cm|cm],,,,,,,,,,MotherofViolet_Violet010200_500
,500,Mother,Violet010200,where's the foot .,Violet,0.0,0.0,[],[1|2|LINK 2|0|ROOT] [3|4|DET] [4|2|PRED 5|4|LP],[adv:int|where~cop|be&3S] [det:art|the] [n|foot cm|cm],,,,,,,,,,MotherofViolet_Violet010200_500
,501,Mother,Violet010200,"&-uh , <o>kay let's just take this off for a second so we can just get your clothes on .",Violet,2694.33,2699.976,[],[1|3|LINK] [2|3|COM] [3|0|ROOT 4|3|OBJ] [5|6|JCT] [6|3|COMP] [7|6|OBJ] [8|6|JCT] [9|6|JCT] [10|11|DET] [11|9|POBJ] [12|16|COM] [13|16|SUBJ] [14|16|AUX] [15|16|MOD] [16|11|CMOD] [17|18|MOD] [18|16|OBJ] [19|16|JCT 20|3|PUNCT],[cm|cm] [co|okay] [v|let~pro:obj|us] [adv|just] [v|take] [det:dem|this] [adv|off] [prep|for] [det:art|a] [adj|second] [co|so] [pro:sub|we] [mod|can] [adj|just] [v|get] [det:poss|your] [n:pt|clothes] [adv|on .],,,,,,,,,,MotherofViolet_Violet010200_501
,502,Mother,Violet010200,you like to wear that huh ?,Violet,2699.976,2712.45,[],[1|2|SUBJ] [2|0|ROOT] [3|4|INF] [4|2|XCOMP] [5|6|LINK] [6|4|INCROOT 7|6|PUNCT],[pro:per|you] [v|like] [inf|to] [v|wear] [pro:rel|that] [co|huh ?],,,,,,,,,,MotherofViolet_Violet010200_502
,503,Mother,Violet010200,just put this on .,Violet,2712.45,2716.131,[],[1|2|JCT] [2|0|ROOT] [3|2|OBJ] [4|2|JCT 5|2|PUNCT],[adv|just] [part|put&PASTP] [pro:dem|this] [prep|on .],,,,,,,,,,MotherofViolet_Violet010200_503
,504,Mother,Violet010200,there's a handy .,Violet,2716.131,2719.078,[],[1|2|SUBJ 2|0|ROOT] [3|4|DET] [4|2|PRED 5|2|PUNCT],[pro:exist|there~cop|be&3S] [det:art|a] [n|handy .],,,,,,,,,,MotherofViolet_Violet010200_504
,505,Mother,Violet010200,okay .,Violet,2719.078,2724.88,[],[1|0|INCROOT 2|1|PUNCT],[co|okay .],,,,,,,,,,MotherofViolet_Violet010200_505
,506,Mother,Violet010200,"now you need your shoes , where your shoes ?",Violet,2724.88,2728.37,CHI wanders off camera,[1|3|JCT] [2|3|SUBJ] [3|0|ROOT] [4|5|MOD] [5|3|OBJ 6|3|LP] [7|3|COMP] [8|9|MOD] [9|7|OBJ 10|3|PUNCT],[adv|now] [pro:per|you] [v|need] [det:poss|your] [n|shoe-PL cm|cm] [pro:rel|where] [det:poss|your] [n|shoe-PL ?],,,,,,,,,,MotherofViolet_Violet010200_506
,507,Mother,Violet010200,"careful , careful , careful , careful .",Violet,2728.37,2734.093,[],[1|7|COM 2|1|LP] [3|7|COM 4|3|LP] [5|7|COM 6|5|LP] [7|0|INCROOT 8|7|PUNCT],[co|careful cm|cm] [co|careful cm|cm] [co|careful cm|cm] [co|careful .],,,,,,,,,,MotherofViolet_Violet010200_507
,508,Mother,Violet010200,hey .,Violet,2734.093,2736.578,[],[1|0|INCROOT 2|1|PUNCT],[co|hey .],,,,,,,,,,MotherofViolet_Violet010200_508
,509,Mother,Violet010200,you need your shoes ?,Violet,2736.578,2740.851,[],[1|2|SUBJ] [2|0|ROOT] [3|4|MOD] [4|2|OBJ 5|2|PUNCT],[pro:per|you] [v|need] [det:poss|your] [n|shoe-PL ?],,,,,,,,,,MotherofViolet_Violet010200_509
,510,Mother,Violet010200,shoes .,Violet,2740.851,2767.011,"CHI is off camera still , playing somewhere in her room",[1|0|INCROOT 2|1|PUNCT],[n|shoe-PL .],,,,,,,,,,MotherofViolet_Violet010200_510
,511,Mother,Violet010200,what ya (replacement:replacement:you) find in there ?,Violet,2767.013,2769.595,[],[1|3|LINK] [2|3|SUBJ] [3|0|ROOT] [4|3|JCT] [5|4|POBJ 6|3|PUNCT],[pro:int|what] [pro:per|you] [v|find] [prep|in] [adv|there ?],,,,,,,,,,MotherofViolet_Violet010200_511
,512,Mother,Violet010200,what ya (replacement:replacement:you) got ?,Violet,2769.595,2784.31,[],[1|3|LINK] [2|3|SUBJ] [3|0|ROOT 4|3|PUNCT],[pro:int|what] [pro:per|you] [v|get&PAST ?],,,,,,,,,,MotherofViolet_Violet010200_512
,513,Mother,Violet010200,what ya (replacement:replacement:you) got Violet ?,Violet,2784.31,2792.413,[],[1|3|LINK] [2|3|SUBJ] [3|0|ROOT] [4|3|OBJ 5|3|PUNCT],[pro:int|what] [pro:per|you] [v|get&PAST] [n:prop|Violet ?],,,,,,,,,,MotherofViolet_Violet010200_513
,514,Mother,Violet010200,what is it ?,Violet,2792.413,2794.371,[],[1|3|LINK] [2|3|AUX] [3|0|INCROOT 4|3|PUNCT],[pro:int|what] [aux|be&3S] [pro:per|it ?],,,,,,,,,,MotherofViolet_Violet010200_514
,515,Mother,Violet010200,what is that ?,Violet,2794.371,2796.366,[],[1|2|SUBJ] [2|0|ROOT] [3|2|PRED 4|2|PUNCT],[pro:int|what] [cop|be&3S] [pro:dem|that ?],,,,,,,,,,MotherofViolet_Violet010200_515
,516,Mother,Violet010200,what is that ?,Violet,2796.366,2799.641,[],[1|2|SUBJ] [2|0|ROOT] [3|2|PRED 4|2|PUNCT],[pro:int|what] [cop|be&3S] [pro:dem|that ?],,,,,,,,,,MotherofViolet_Violet010200_516
,517,Mother,Violet010200,"oh , it's a pretty pretty , it's a pretty pretty jewelry .",Violet,2799.641,2806.613,[],[1|4|COM 2|1|LP] [3|4|SUBJ 4|0|ROOT] [5|7|DET] [6|7|MOD] [7|4|PRED 8|7|LP] [9|10|SUBJ 10|7|CMOD] [11|14|DET] [12|14|MOD] [13|14|MOD] [14|10|PRED 15|4|PUNCT],[co|oh cm|cm] [pro:per|it~cop|be&3S] [det:art|a] [adj|pretty] [adj|pretty cm|cm] [pro:per|it~cop|be&3S] [det:art|a] [adj|pretty] [adj|pretty] [n|jewelry .],,,,,,,,,,MotherofViolet_Violet010200_517
,518,Mother,Violet010200,pretty pretty jewelry huh ?,Violet,2806.613,2810.921,[],[1|3|JCT] [2|3|JCT] [3|0|INCROOT] [4|3|COM 5|3|PUNCT],[adv|pretty] [adv|pretty] [n|jewelry] [co|huh ?],,,,,,,,,,MotherofViolet_Violet010200_518
,519,Mother,Violet010200,oh ya (replacement:replacement:you) wanna take that off now ?,Violet,2810.921,2814.97,[],[1|4|COM] [2|4|SUBJ] [3|4|AUX] [4|0|ROOT] [5|4|OBJ] [6|4|JCT] [7|4|JCT 8|4|PUNCT],[co|oh] [pro:per|you] [mod:aux|wanna] [v|take] [pro:dem|that] [adv|off] [adv|now ?],,,,,,,,,,MotherofViolet_Violet010200_519
,520,Mother,Violet010200,want me to put that on you ?,Violet,2814.97,2819.418,[],[1|0|ROOT] [2|1|OBJ] [3|4|INF] [4|1|XCOMP] [5|4|OBJ] [6|4|JCT] [7|6|POBJ 8|1|PUNCT],[v|want] [pro:obj|me] [inf|to] [v|put&ZERO] [pro:dem|that] [prep|on] [pro:per|you ?],,,,,,,,,,MotherofViolet_Violet010200_520
,521,Mother,Violet010200,oh: so pretty .,Violet,2819.418,2828.21,[],[1|3|COM] [2|3|JCT] [3|0|ROOT 4|3|PUNCT],[co|oh] [adv|so] [adv|pretty .],,,,,,,,,,MotherofViolet_Violet010200_521
,522,Mother,Violet010200,your pretty pretty .,Violet,2828.21,2831.016,[],[1|2|MOD] [2|0|ROOT] [3|2|JCT 4|2|PUNCT],[det:poss|your] [adj|pretty] [adv|pretty .],,,,,,,,,,MotherofViolet_Violet010200_522
,523,Mother,Violet010200,did ya (replacement:replacement:you) put it in my hair ?,Violet,2831.016,2836.69,[],[1|3|LINK] [2|3|SUBJ] [3|0|ROOT] [4|3|OBJ] [5|3|JCT] [6|7|MOD] [7|5|POBJ 8|3|PUNCT],[v|do&PAST] [pro:per|you] [v|put&ZERO] [pro:per|it] [prep|in] [det:poss|my] [n|hair ?],,,,,,,,,,MotherofViolet_Violet010200_523
,524,Mother,Violet010200,where is it ?,Violet,2836.69,2837.858,[],[1|3|LINK] [2|3|AUX] [3|0|INCROOT 4|3|PUNCT],[adv:int|where] [aux|be&3S] [pro:per|it ?],,,,,,,,,,MotherofViolet_Violet010200_524
,525,Mother,Violet010200,where did is go ?,Violet,2837.858,2840.208,[],[1|4|LINK] [2|4|AUX] [3|4|AUX] [4|0|ROOT 5|4|PUNCT],[adv:int|where] [mod|do&PAST] [aux|be&3S] [v|go ?],,,,,,,,,,MotherofViolet_Violet010200_525
,526,Mother,Violet010200,ya (replacement:replacement:you) put it in my hair ?,Violet,2840.208,2842.626,[],[1|2|SUBJ] [2|0|ROOT] [3|2|OBJ] [4|2|JCT] [5|6|MOD] [6|4|POBJ 7|2|PUNCT],[pro:per|you] [v|put&ZERO] [pro:per|it] [prep|in] [det:poss|my] [n|hair ?],,,,,,,,,,MotherofViolet_Violet010200_526
,527,Mother,Violet010200,huh ?,Violet,2842.626,2845.386,[],[1|0|INCROOT 2|1|PUNCT],[co|huh ?],,,,,,,,,,MotherofViolet_Violet010200_527
,528,Mother,Violet010200,"wait a minute , wait a minute , button button .",Violet,2845.386,2852.411,[],[1|0|ROOT] [2|3|DET] [3|1|OBJ 4|5|SUBJ] [5|1|COMP] [6|7|DET] [7|10|MOD 8|7|LP] [9|10|MOD] [10|5|OBJ 11|1|PUNCT],[v|wait] [det:art|a] [n|minute cm|cm] [v|wait] [det:art|a] [n|minute cm|cm] [n|button] [n|button .],,,,,,,,,,MotherofViolet_Violet010200_528
,529,Mother,Violet010200,there .,Violet,2852.411,2854.33,[],[1|0|INCROOT 2|1|PUNCT],[adv|there .],,,,,,,,,,MotherofViolet_Violet010200_529
,530,Mother,Violet010200,"where did it go , oh there it is .",Violet,2854.33,2856.92,[],[1|4|LINK] [2|4|AUX] [3|4|SUBJ] [4|0|ROOT 5|4|LP] [6|9|COM] [7|9|JCT] [8|9|SUBJ] [9|4|CJCT 10|4|PUNCT],[adv:int|where] [mod|do&PAST] [pro:per|it] [v|go cm|cm] [co|oh] [adv|there] [pro:per|it] [cop|be&3S .],,,,,,,,,,MotherofViolet_Violet010200_530
,531,Violet,Violet010200,yyy .,Violet,2856.92,2858.28,[],[],[],,,,,,,,,,VioletofViolet_Violet010200_531
,532,Mother,Violet010200,you wanna put it in my hair ?,Violet,2858.28,2860.888,[],[1|3|SUBJ] [2|3|AUX] [3|0|ROOT] [4|3|OBJ] [5|3|JCT] [6|7|MOD] [7|5|POBJ 8|3|PUNCT],[pro:per|you] [mod:aux|wanna] [v|put&ZERO] [pro:per|it] [prep|in] [det:poss|my] [n|hair ?],,,,,,,,,,MotherofViolet_Violet010200_532
,533,Mother,Violet010200,ready wanna see ?,Violet,2860.888,2863.793,[],[1|3|SUBJ] [2|3|AUX] [3|0|ROOT 4|3|PUNCT],[adj|ready] [mod:aux|wanna] [v|see ?],,,,,,,,,,MotherofViolet_Violet010200_533
,534,Mother,Violet010200,pretty .,Violet,2863.793,2866.88,[],[1|0|INCROOT 2|1|PUNCT],[adv|pretty .],,,,,,,,,,MotherofViolet_Violet010200_534
,535,Mother,Violet010200,is that pretty ?,Violet,2866.88,2868.248,[],[1|0|ROOT] [2|1|SUBJ] [3|2|JCT 4|1|PUNCT],[cop|be&3S] [pro:dem|that] [adv|pretty ?],,,,,,,,,,MotherofViolet_Violet010200_535
,536,Mother,Violet010200,wanna take that off ?,Violet,2868.248,2870.683,[],[1|2|AUX] [2|0|ROOT] [3|2|OBJ] [4|2|JCT 5|2|PUNCT],[mod:aux|wanna] [v|take] [pro:dem|that] [adv|off ?],,,,,,,,,,MotherofViolet_Violet010200_536
,537,Mother,Violet010200,shall we take that off ?,Violet,2870.683,2872.123,[],[1|3|AUX] [2|3|SUBJ] [3|0|ROOT] [4|3|OBJ] [5|3|JCT 6|3|PUNCT],[mod|shall] [pro:sub|we] [v|take] [pro:dem|that] [adv|off ?],,,,,,,,,,MotherofViolet_Violet010200_537
,538,Mother,Violet010200,off .,Violet,2872.123,2874.281,[],[1|0|INCROOT 2|1|PUNCT],[adv|off .],,,,,,,,,,MotherofViolet_Violet010200_538
,539,Mother,Violet010200,good girl .,Violet,2874.281,2877.491,[],[1|2|MOD] [2|0|INCROOT 3|2|PUNCT],[adj|good] [n|girl .],,,,,,,,,,MotherofViolet_Violet010200_539
,540,Mother,Violet010200,you wanna wear it like this now ?,Violet,2877.491,2878.828,[],[1|3|SUBJ] [2|3|AUX] [3|0|ROOT] [4|5|SUBJ] [5|3|COMP] [6|5|OBJ] [7|5|JCT 8|3|PUNCT],[pro:per|you] [mod:aux|wanna] [v|wear] [pro:per|it] [v|like] [pro:dem|this] [adv|now ?],,,,,,,,,,MotherofViolet_Violet010200_540
,541,Mother,Violet010200,you wear it ?,Violet,2878.828,2881.5,[],[1|2|SUBJ] [2|0|ROOT] [3|2|OBJ 4|2|PUNCT],[pro:per|you] [v|wear] [pro:per|it ?],,,,,,,,,,MotherofViolet_Violet010200_541
,542,Mother,Violet010200,this way .,Violet,2881.5,2882.371,[],[1|2|DET] [2|0|INCROOT 3|2|PUNCT],[pro:dem|this] [n|way .],,,,,,,,,,MotherofViolet_Violet010200_542
,543,Mother,Violet010200,that's a girl .,Violet,2882.371,2884.78,[],[1|2|SUBJ 2|0|ROOT] [3|4|DET] [4|2|PRED 5|2|PUNCT],[pro:dem|that~cop|be&3S] [det:art|a] [n|girl .],,,,,,,,,,MotherofViolet_Violet010200_543
,544,Mother,Violet010200,"where it like that , there what a nice bag huh ?",Violet,2884.78,2890.585,[],[1|2|LINK] [2|4|SUBJ] [3|2|COM] [4|0|ROOT 5|4|LP] [6|4|JCT] [7|10|MOD] [8|10|DET] [9|10|MOD] [10|6|POBJ] [11|10|COM 12|4|PUNCT],[pro:rel|where] [pro:per|it] [co|like] [det:dem|that cm|cm] [adv|there] [pro:int|what] [det:art|a] [adj|nice] [n|bag] [co|huh ?],,,,,,,,,,MotherofViolet_Violet010200_544
,545,Mother,Violet010200,nice bag .,Violet,2890.585,2892.856,[],[1|2|MOD] [2|0|INCROOT 3|2|PUNCT],[adj|nice] [n|bag .],,,,,,,,,,MotherofViolet_Violet010200_545
,546,Mother,Violet010200,alright mommy's (replacement:replacement:mommy is) gonna have_to take a shower Violet .,Violet,2892.856,2897.688,[],[1|6|COM] [2|6|SUBJ 3|6|AUX] [4|6|AUX] [5|6|AUX] [6|0|ROOT] [7|8|DET] [8|6|OBJ] [9|8|APP 10|6|PUNCT],[co|alright] [n|mommy aux|be&3S] [mod:aux|gonna] [mod:aux|have_to] [v|take] [det:art|a] [n|shower] [n:prop|Violet .],,,,,,,,,,MotherofViolet_Violet010200_546
,547,Mother,Violet010200,"okay , so what are you gonna do ?",Violet,2897.688,2907.741,[],[1|6|COM 2|1|LP] [3|4|JCT] [4|6|SUBJ] [5|6|AUX] [6|8|SUBJ] [7|8|AUX] [8|0|ROOT 9|8|PUNCT],[co|okay cm|cm] [adv|so] [pro:int|what] [aux|be&PRES] [pro:per|you] [mod:aux|gonna] [v|do ?],,,,,,,,,,MotherofViolet_Violet010200_547
,548,Violet,Violet010200,hi .,Violet,2907.743,2910.303,[],[1|0|INCROOT 2|1|PUNCT],[co|hi .],,,,,,,,,,VioletofViolet_Violet010200_548
,549,Mother,Violet010200,hi .,Violet,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[co|hi .],,,,,,,,,,MotherofViolet_Violet010200_549
,550,Mother,Violet010200,<o>kay you wanna hold these ?,Violet,2910.303,2914.086,"CHI and MOT are both still off camera , can't tell what they're doing",[1|4|COM] [2|4|SUBJ] [3|4|AUX] [4|0|ROOT] [5|4|OBJ 6|4|PUNCT],[co|okay] [pro:per|you] [mod:aux|wanna] [v|hold] [pro:dem|these ?],,,,,,,,,,MotherofViolet_Violet010200_550
,551,Mother,Violet010200,okay .,Violet,2914.086,2919.343,[],[1|0|INCROOT 2|1|PUNCT],[co|okay .],,,,,,,,,,MotherofViolet_Violet010200_551
,552,Mother,Violet010200,don't eat <th>em though .,Violet,2919.343,2943.975,[],[1|3|AUX 2|1|NEG] [3|0|ROOT] [4|3|OBJ] [5|3|JCT 6|3|PUNCT],[mod|do~neg|not] [v|eat] [pro:obj|them] [adv|though .],,,,,,,,,,MotherofViolet_Violet010200_552
,553,Mother,Violet010200,alright let's put your shoes on .,Violet,2943.976,2950.768,CHI and MOT walk back on camera,[1|2|COM] [2|0|ROOT 3|2|OBJ] [4|2|COMP] [5|6|MOD] [6|4|OBJ] [7|4|JCT 8|2|PUNCT],[co|alright] [v|let~pro:obj|us] [v|put&ZERO] [det:poss|your] [n|shoe-PL] [adv|on .],,,,,,,,,,MotherofViolet_Violet010200_553
,554,Mother,Violet010200,shoes .,Violet,2950.768,2960.84,[],[1|0|INCROOT 2|1|PUNCT],[n|shoe-PL .],,,,,,,,,,MotherofViolet_Violet010200_554
,555,Mother,Violet010200,you like your shoes ?,Violet,2960.84,2964.031,[],[1|2|SUBJ] [2|0|ROOT] [3|4|MOD] [4|2|OBJ 5|2|PUNCT],[pro:per|you] [v|like] [det:poss|your] [n|shoe-PL ?],,,,,,,,,,MotherofViolet_Violet010200_555
,556,Violet,Violet010200,xxx .,Violet,2964.031,2966.68,[],[],[],,,,,,,,,,VioletofViolet_Violet010200_556
,557,Mother,Violet010200,I wish we knew where your boots were .,Violet,2966.68,3005.911,[],[1|2|SUBJ] [2|0|ROOT] [3|4|SUBJ] [4|2|COMP] [5|8|LINK] [6|7|MOD] [7|8|SUBJ] [8|4|COMP 9|2|PUNCT],[pro:sub|I] [v|wish] [pro:sub|we] [v|know&PAST] [pro:rel|where] [det:poss|your] [n|boot-PL] [cop|be&PAST .],,,,,,,,,,MotherofViolet_Violet010200_557
,558,Mother,Violet010200,okay you're all set .,Violet,3005.913,3008.343,[],[1|5|COM] [2|5|SUBJ 3|5|AUX] [4|5|QUANT] [5|0|INCROOT 6|5|PUNCT],[co|okay] [pro:per|you~aux|be&PRES] [qn|all] [n|set .],,,,,,,,,,MotherofViolet_Violet010200_558
,559,Mother,Violet010200,what's that ?,Violet,3008.343,3016.505,[],[1|2|SUBJ 2|0|ROOT] [3|2|PRED 4|2|PUNCT],[pro:int|what~cop|be&3S] [pro:dem|that ?],,,,,,,,,,MotherofViolet_Violet010200_559
