Utt#,Record #,Speaker,Session,Orthography,Child,start_seconds,end_seconds,Situation,SpeechAct,ClauseType,UttGoals,SubQ,SubI,Comments,FollowUp?,TagType,ToAdults?,S-lifting,GRASP,Morphology,uttid
1,1,Mother,Alex010614,what's in that box ?,Alex,0.0,2.381,,,,,,,,,,,,[1|2|SUBJ 2|0|ROOT] [3|2|JCT] [4|5|DET] [5|3|POBJ 6|2|PUNCT],[pro:int|what~cop|be&3S] [prep|in] [pro:dem|that] [n|box ?],MotherofAlex_Alex010614_1
2,2,Mother,Alex010614,what's in the box ?,Alex,2.381,4.623,[],,,,,,,,,,,[1|2|SUBJ 2|0|ROOT] [3|2|JCT] [4|5|DET] [5|3|POBJ 6|2|PUNCT],[pro:int|what~cop|be&3S] [prep|in] [det:art|the] [n|box ?],MotherofAlex_Alex010614_2
3,3,Mother,Alex010614,huh ?,Alex,4.623,10.365,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[co|huh ?],MotherofAlex_Alex010614_3
4,4,Mother,Alex010614,clean it .,Alex,10.365,15.588,[],,,,,,,,,,,[1|0|ROOT] [2|1|OBJ 3|1|PUNCT],[v|clean] [pro:per|it .],MotherofAlex_Alex010614_4
5,5,Mother,Alex010614,right (.) clean it .,Alex,15.588,18.501,[],,,,,,,,,,,[1|2|JCT] [2|0|ROOT] [3|2|OBJ 4|2|PUNCT],[adv|right] [v|clean] [pro:per|it .],MotherofAlex_Alex010614_5
6,6,Mother,Alex010614,a little dusty .,Alex,18.501,19.695,[],,,,,,,,,,,[1|3|DET] [2|3|MOD] [3|0|INCROOT 4|3|PUNCT],[det:art|a] [adj|little] [adj|dust&dn-Y .],MotherofAlex_Alex010614_6
7,7,Mother,Alex010614,nobody feels good huh ?,Alex,19.695,32.101,[],,,,,,,,,,,[1|2|SUBJ] [2|0|ROOT] [3|2|JCT] [4|2|COM 5|2|PUNCT],[pro:indef|nobody] [v|feel-3S] [adj|good] [co|huh ?],MotherofAlex_Alex010614_7
8,8,Mother,Alex010614,everybody feels crummy .,Alex,32.101,34.858,,,,,,,,,,,,[1|2|SUBJ] [2|0|ROOT] [3|2|JCT 4|2|PUNCT],[pro:indef|everybody] [v|feel-3S] [adj|crummy .],MotherofAlex_Alex010614_8
9,9,Mother,Alex010614,what's in here ?,Alex,34.858,38.178,[],,,,,,,,,,,[1|2|SUBJ 2|0|ROOT] [3|2|JCT] [4|3|POBJ 5|2|PUNCT],[pro:int|what~cop|be&3S] [prep|in] [adv|here ?],MotherofAlex_Alex010614_9
10,10,Mother,Alex010614,look .,Alex,38.178,40.285,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[co|look .],MotherofAlex_Alex010614_10
11,11,Mother,Alex010614,wow .,Alex,40.285,43.018,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[co|wow .],MotherofAlex_Alex010614_11
12,12,Mother,Alex010614,what is in there ?,Alex,43.018,45.843,[],,,,,,,,,,,[1|2|SUBJ] [2|0|ROOT] [3|2|JCT] [4|3|POBJ 5|2|PUNCT],[pro:int|what] [cop|be&3S] [prep|in] [adv|there ?],MotherofAlex_Alex010614_12
13,13,Mother,Alex010614,wow .,Alex,45.843,48.583,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[co|wow .],MotherofAlex_Alex010614_13
14,14,Mother,Alex010614,what's that ?,Alex,48.583,51.283,[],,,,,,,,,,,[1|2|SUBJ 2|0|ROOT] [3|2|PRED 4|2|PUNCT],[pro:int|what~cop|be&3S] [pro:dem|that ?],MotherofAlex_Alex010614_14
15,15,Alex,Alex010614,yyy yyy .,Alex,51.283,53.826,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_15
16,16,Alex,Alex010614,yyy .,Alex,53.826,56.876,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_16
17,17,Alex,Alex010614,yyy yyy yyy yyy .,Alex,56.876,62.296,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_17
18,18,Alex,Alex010614,yyy yyy yyy yyy .,Alex,62.296,71.795,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_18
19,19,Mother,Alex010614,that's a (.) rock .,Alex,0.0,0.0,[],,,,,,,,,,,[1|2|SUBJ 2|0|ROOT] [3|4|DET] [4|2|PRED 5|2|PUNCT],[pro:dem|that~cop|be&3S] [det:art|a] [n|rock .],MotherofAlex_Alex010614_19
20,20,Alex,Alex010614,yyy .,Alex,71.795,75.368,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_20
21,21,Alex,Alex010614,yyy yyy yyy yyy yyy .,Alex,75.368,79.761,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_21
22,22,Alex,Alex010614,yyy yyy .,Alex,79.761,81.42,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_22
23,23,Mother,Alex010614,xxx .,Alex,81.42,103.413,silence,,,,,,,,,,,[],[],MotherofAlex_Alex010614_23
24,24,Mother,Alex010614,did you have a nice little nap ?,Alex,103.413,106.961,[],,,,,,,,,,,[1|3|LINK] [2|3|SUBJ] [3|0|ROOT] [4|7|DET] [5|7|MOD] [6|7|MOD] [7|3|OBJ 8|3|PUNCT],[v|do&PAST] [pro:per|you] [v|have] [det:art|a] [adj|nice] [adj|little] [n|nap ?],MotherofAlex_Alex010614_24
25,25,Mother,Alex010614,huh ?,Alex,106.961,109.23,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[co|huh ?],MotherofAlex_Alex010614_25
26,26,Alex,Alex010614,yyy yyy .,Alex,109.23,115.1,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_26
27,27,Mother,Alex010614,what's that ?,Alex,115.1,120.965,[],,,,,,,,,,,[1|2|SUBJ 2|0|ROOT] [3|2|PRED 4|2|PUNCT],[pro:int|what~cop|be&3S] [pro:dem|that ?],MotherofAlex_Alex010614_27
28,28,Alex,Alex010614,yyy yyy (t:t:self interruption),Alex,120.965,123.703,both Is are barely audible but some sort of vowel is breaking up the cluster and target could be what's that[],,,,,,,,,,,[] [1|0|ROOT],[] [(mt:self interruption)],AlexofAlex_Alex010614_28
29,29,Mother,Alex010614,what's that ?,Alex,0.0,0.0,[],,,,,,,,,,,[1|2|SUBJ 2|0|ROOT] [3|2|PRED 4|2|PUNCT],[pro:int|what~cop|be&3S] [pro:dem|that ?],MotherofAlex_Alex010614_29
30,30,Alex,Alex010614,yyy yyy .,Alex,123.703,126.518,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_30
31,31,Mother,Alex010614,what's that ?,Alex,126.518,127.493,[],,,,,,,,,,,[1|2|SUBJ 2|0|ROOT] [3|2|PRED 4|2|PUNCT],[pro:int|what~cop|be&3S] [pro:dem|that ?],MotherofAlex_Alex010614_31
32,32,Mother,Alex010614,c'mere (replacement:replacement:come here) .,Alex,127.493,131.993,[],,,,,,,,,,,[1|0|ROOT 2|1|JCT 3|1|PUNCT],[v|come adv|here .],MotherofAlex_Alex010614_32
33,33,Mother,Alex010614,come over here ,Alex,131.993,133.545,[],,,,,,,,,,,[1|0|ROOT] [2|1|JCT] [3|4|JCT] ,[v|come] [adv|over] [adv|here],MotherofAlex_Alex010614_33
34,33,Mother,Alex010614,help me .,Alex,0.0,0.0,,,,,,,,,,,,[4|1|COMP] [5|4|OBJ 6|1|PUNCT], [v|help] [pro:obj|me .],MotherofAlex_Alex010614_33
35,34,Mother,Alex010614,help me .,Alex,133.545,134.996,[],,,,,,,,,,,[1|0|ROOT] [2|1|OBJ 3|1|PUNCT],[v|help] [pro:obj|me .],MotherofAlex_Alex010614_34
36,35,Mother,Alex010614,help Mommy .,Alex,134.996,138.758,[],,,,,,,,,,,[1|2|MOD] [2|0|ROOT 3|2|PUNCT],[n|help] [n:prop|Mommy .],MotherofAlex_Alex010614_35
37,36,Mother,Alex010614,oop go get it .,Alex,138.758,144.375,[],,,,,,,,,,,[1|2|COM] [2|3|SUBJ] [3|0|ROOT] [4|3|OBJ 5|3|PUNCT],[co|oop] [v|go] [v|get] [pro:per|it .],MotherofAlex_Alex010614_36
38,37,Mother,Alex010614,uhoh .,Alex,144.375,151.031,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[co|uhoh .],MotherofAlex_Alex010614_37
39,38,Alex,Alex010614,uhoh .,Alex,151.031,154.881,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[co|uhoh .],AlexofAlex_Alex010614_38
40,39,Mother,Alex010614,uhoh .,Alex,154.881,156.436,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[co|uhoh .],MotherofAlex_Alex010614_39
41,40,Mother,Alex010614,what happened ?,Alex,156.436,157.436,[],,,,,,,,,,,[1|2|LINK] [2|0|ROOT 3|2|PUNCT],[pro:int|what] [v|happen-PAST ?],MotherofAlex_Alex010614_40
42,41,Mother,Alex010614,there .,Alex,157.436,159.53,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[adv|there .],MotherofAlex_Alex010614_41
43,42,Mother,Alex010614,all nice and polished .,Alex,159.53,161.155,[],,,,,,,,,,,[1|2|JCT] [2|0|ROOT] [3|2|CONJ] [4|3|COORD 5|2|PUNCT],[adv|all] [adj|nice] [coord|and] [v|polish-PAST .],MotherofAlex_Alex010614_42
44,43,Alex,Alex010614,yyy .,Alex,161.155,165.68,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_43
45,44,Mother,Alex010614,alright I don't know if I remember how to do this .,Alex,165.68,167.896,[],,,,,,,,,,,[1|5|LINK] [2|5|SUBJ] [3|5|AUX 4|3|NEG] [5|0|ROOT] [6|8|LINK] [7|8|SUBJ] [8|5|CJCT] [9|8|OBJ] [10|11|INF] [11|9|XCOMP] [12|11|OBJ 13|5|PUNCT],[adj|alright] [pro:sub|I] [mod|do~neg|not] [v|know] [conj|if] [pro:sub|I] [v|remember] [adv:int|how] [inf|to] [v|do] [pro:dem|this .],MotherofAlex_Alex010614_44
46,45,Mother,Alex010614,this is daddy's project .,Alex,167.896,170.041,[],,,,,,,,,,,[1|2|SUBJ] [2|0|ROOT] [3|5|MOD 4|3|POSS] [5|2|PRED 6|2|PUNCT],[pro:dem|this] [cop|be&3S] [n|daddy~poss|s] [n|project .],MotherofAlex_Alex010614_45
47,46,Mother,Alex010614,you helping me ?,Alex,170.041,188.508,[],,,,,,,,,,,[1|2|SUBJ] [2|0|ROOT] [3|2|OBJ 4|2|PUNCT],[pro:per|you] [part|help-PRESP] [pro:obj|me ?],MotherofAlex_Alex010614_46
48,47,Mother,Alex010614,xxx .,Alex,188.508,213.678,[],,,,,,,,,,,[],[],MotherofAlex_Alex010614_47
49,48,Mother,Alex010614,thank you .,Alex,213.678,217.896,[],,,,,,,,,,,[1|0|ROOT] [2|1|OBJ 3|1|PUNCT],[v|thank] [pro:per|you .],MotherofAlex_Alex010614_48
50,49,Alex,Alex010614,yyy yyy .,Alex,217.896,221.081,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_49
51,50,Mother,Alex010614,now (.) we're missing (t:t:trail off),Alex,0.0,0.0,[],,,,,,,,,,,[1|4|JCT] [2|4|SUBJ 3|4|AUX] [4|0|ROOT 5|4|PUNCT],[adv|now] [pro:sub|we~aux|be&PRES] [part|miss-PRESP (mt:trail off)],MotherofAlex_Alex010614_50
52,51,Mother,Alex010614,we're missing the car .,Alex,221.081,234.506,[],,,,,,,,,,,[1|3|SUBJ 2|3|AUX] [3|0|ROOT] [4|5|DET] [5|3|OBJ 6|3|PUNCT],[pro:sub|we~aux|be&PRES] [part|miss-PRESP] [det:art|the] [n|car .],MotherofAlex_Alex010614_51
53,52,Mother,Alex010614,the tr<uck> (t:t:self interruption),Alex,0.0,0.0,[],,,,,,,,,,,[1|2|DET] [2|0|INCROOT 3|2|PUNCT],[det:art|the] [n|truck (mt:self interruption)],MotherofAlex_Alex010614_52
54,53,Mother,Alex010614,the thing .,Alex,234.506,236.858,[],,,,,,,,,,,[1|2|DET] [2|0|INCROOT 3|2|PUNCT],[det:art|the] [n|thing .],MotherofAlex_Alex010614_53
55,54,Mother,Alex010614,must be in your room .,Alex,236.858,238.826,[],,,,,,,,,,,[1|2|AUX] [2|0|ROOT] [3|2|JCT] [4|5|MOD] [5|3|POBJ 6|2|PUNCT],[mod|must] [cop|be] [prep|in] [det:poss|your] [n|room .],MotherofAlex_Alex010614_54
56,55,Mother,Alex010614,here's a bee boat .,Alex,238.826,249.393,[],,,,,,,,,,,[1|2|SUBJ 2|0|ROOT] [3|5|DET] [4|5|MOD] [5|2|PRED 6|2|PUNCT],[pro:exist|here~cop|be&3S] [det:art|a] [n|bee] [n|boat .],MotherofAlex_Alex010614_55
57,56,Mother,Alex010614,okay ready ?,Alex,249.393,260.693,[],,,,,,,,,,,[1|2|COM] [2|0|ROOT 3|2|PUNCT],[co|okay] [v|ready ?],MotherofAlex_Alex010614_56
58,57,Mother,Alex010614,alright .,Alex,260.693,269.493,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[co|alright .],MotherofAlex_Alex010614_57
59,58,Alex,Alex010614,yyy yyy yyy .,Alex,269.493,277.825,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_58
60,59,Mother,Alex010614,now (t:t:trail off),Alex,277.825,278.71,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[adv|now (mt:trail off)],MotherofAlex_Alex010614_59
61,60,Mother,Alex010614,does it matter (t:t:trail off),Alex,278.71,283.036,[],,,,,,,,,,,[1|3|AUX] [2|3|SUBJ] [3|0|ROOT 4|3|PUNCT],[mod|do&3S] [pro:per|it] [v|matter (mt:trail off)],MotherofAlex_Alex010614_60
62,61,Mother,Alex010614,where we hook these up to ?,Alex,283.036,286.725,[],,,,,,,,,,,[1|3|LINK] [2|3|SUBJ] [3|0|ROOT] [4|3|OBJ] [5|3|JCT] [6|3|JCT 7|3|PUNCT],[adv:int|where] [pro:sub|we] [v|hook] [pro:dem|these] [adv|up] [prep|to ?],MotherofAlex_Alex010614_61
63,62,Mother,Alex010614,d'you (replacement:replacement:do you) think ?,Alex,286.725,293.846,[],,,,,,,,,,,[1|3|AUX 2|3|SUBJ] [3|0|ROOT 4|3|PUNCT],[mod|do pro:per|you] [v|think ?],MotherofAlex_Alex010614_62
64,63,Alex,Alex010614,yyy yyy yyy (t:t:self interruption),Alex,293.846,302.93,[],,,,,,,,,,,[] [] [1|0|ROOT],[] [] [(mt:self interruption)],AlexofAlex_Alex010614_63
65,64,Mother,Alex010614,xxx .,Alex,0.0,0.0,making noises imitating CHI,,,,,,,,,,,[],[],MotherofAlex_Alex010614_64
66,65,Alex,Alex010614,yyy yyy yyy yyy yyy .,Alex,302.93,307.628,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_65
67,66,Mother,Alex010614,that piece does not fit .,Alex,307.628,310.761,[],,,,,,,,,,,[1|2|DET] [2|5|SUBJ] [3|5|AUX] [4|3|NEG] [5|0|ROOT 6|5|PUNCT],[pro:dem|that] [n|piece] [mod|do&3S] [neg|not] [v|fit&ZERO .],MotherofAlex_Alex010614_66
68,67,Mother,Alex010614,h@l .,Alex,310.761,325.813,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[n:let|h .],MotherofAlex_Alex010614_67
69,68,Mother,Alex010614,q@l .,Alex,325.813,327.18,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[n:let|q .],MotherofAlex_Alex010614_68
70,69,Mother,Alex010614,o@l (.) a .,Alex,327.18,330.378,[],,,,,,,,,,,[1|0|INCROOT] [2|3|DET 3|1|PUNCT],[n:let|o] [det:art|a .],MotherofAlex_Alex010614_69
71,70,Mother,Alex010614,so it does matter .,Alex,330.378,332.915,[],,,,,,,,,,,[1|4|COM] [2|4|SUBJ] [3|4|AUX] [4|0|ROOT 5|4|PUNCT],[co|so] [pro:per|it] [mod|do&3S] [v|matter .],MotherofAlex_Alex010614_70
72,71,Mother,Alex010614,okay .,Alex,332.915,341.996,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[co|okay .],MotherofAlex_Alex010614_71
73,72,Mother,Alex010614,that goes there .,Alex,341.996,343.481,[],,,,,,,,,,,[1|2|LINK] [2|0|ROOT] [3|2|JCT 4|2|PUNCT],[pro:rel|that] [v|go-3S] [adv|there .],MotherofAlex_Alex010614_72
74,73,Mother,Alex010614,right ?,Alex,343.481,344.505,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[co|right ?],MotherofAlex_Alex010614_73
75,74,Mother,Alex010614,you gonna help me ?,Alex,344.505,347.531,[],,,,,,,,,,,[1|3|SUBJ] [2|3|AUX] [3|0|ROOT] [4|3|OBJ 5|3|PUNCT],[pro:per|you] [mod:aux|gonna] [v|help] [pro:obj|me ?],MotherofAlex_Alex010614_74
76,75,Alex,Alex010614,yyy (t:t:self interruption),Alex,347.531,350.163,[],,,,,,,,,,,[1|0|ROOT],[(mt:self interruption)],AlexofAlex_Alex010614_75
77,76,Mother,Alex010614,can you help me ?,Alex,0.0,0.0,[],,,,,,,,,,,[1|3|AUX] [2|3|SUBJ] [3|0|ROOT] [4|3|OBJ 5|3|PUNCT],[mod|can] [pro:per|you] [v|help] [pro:obj|me ?],MotherofAlex_Alex010614_76
78,77,Mother,Alex010614,here's a .,Alex,350.163,354.448,[],,,,,,,,,,,[1|2|SUBJ 2|0|ROOT] [3|2|PRED 4|2|PUNCT],[pro:exist|here~cop|be&3S] [det:art|a .],MotherofAlex_Alex010614_77
79,78,Mother,Alex010614,here's the a .,Alex,354.448,357.391,[],,,,,,,,,,,[1|2|SUBJ 2|0|ROOT] [3|4|DET] [4|5|DET 5|2|PUNCT],[pro:exist|here~cop|be&3S] [det:art|the] [det:art|a .],MotherofAlex_Alex010614_78
80,79,Alex,Alex010614,yyy yyy .,Alex,357.391,373.645,,,,,,,,,,,,[] [],[] [],AlexofAlex_Alex010614_79
81,80,Mother,Alex010614,&aw .,Alex,368.599,369.203,,,,,,,,,,,,[],[],MotherofAlex_Alex010614_80
82,81,Mother,Alex010614,what,Alex,370.604,371.053,,,,,,,,,,,,[1|3|MOD],[pro:int|what],MotherofAlex_Alex010614_81
83,82,Alex,Alex010614,yyy .,Alex,373.645,374.645,,,,,,,,,,,,[],[],AlexofAlex_Alex010614_82
84,83,Mother,Alex010614,honey wipe your little tears (.),Alex,371.082,372.677,,,,,,,,,,,,[2|3|MOD 3|9|LINK] [4|6|MOD] [5|6|MOD] [6|9|SUBJ],[n|honey n|wipe] [det:poss|your] [adj|little] [n|tear-PL],MotherofAlex_Alex010614_83
85,84,Mother,Alex010614,don't cry .,Alex,372.692,373.605,,,,,,,,,,,,[7|9|AUX 8|7|NEG 9|0|ROOT 10|9|PUNCT],[mod|do~neg|not v|cry .],MotherofAlex_Alex010614_84
86,85,Mother,Alex010614,wanna step on it ?,Alex,373.645,374.856,,,,,,,,,,,,[1|2|SUBJ] [2|0|ROOT] [3|2|JCT] [4|3|POBJ 5|2|PUNCT],[mod:aux|wanna] [v|step] [prep|on] [pro:per|it ?],MotherofAlex_Alex010614_85
87,86,Mother,Alex010614,watch your feet .,Alex,374.856,376.848,[],,,,,,,,,,,[1|0|ROOT] [2|3|MOD] [3|1|OBJ 4|1|PUNCT],[v|watch] [det:poss|your] [n|foot&PL .],MotherofAlex_Alex010614_86
88,87,Alex,Alex010614,yyy .,Alex,0.0,0.0,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_87
89,88,Mother,Alex010614,you wanna give me a hug or you wanna (t:t:self interruption question),Alex,376.848,382.103,[],,,,,,,,,,,[1|3|SUBJ] [2|3|AUX] [3|0|ROOT] [4|3|OBJ] [5|6|DET] [6|3|OBJ] [7|6|CONJ] [8|9|SUBJ] [9|7|COORD 10|3|PUNCT],[pro:per|you] [mod:aux|wanna] [v|give] [pro:obj|me] [det:art|a] [n|hug] [coord|or] [pro:per|you] [mod:aux|wanna (mt:self interruption question)],MotherofAlex_Alex010614_88
90,89,Alex,Alex010614,yyy .,Alex,0.0,0.0,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_89
91,90,Mother,Alex010614,what's that ?,Alex,382.103,383.486,[],,,,,,,,,,,[1|2|SUBJ 2|0|ROOT] [3|2|PRED 4|2|PUNCT],[pro:int|what~cop|be&3S] [pro:dem|that ?],MotherofAlex_Alex010614_90
92,91,Mother,Alex010614,thank you .,Alex,383.486,390.1,[],,,,,,,,,,,[1|0|ROOT] [2|1|OBJ 3|1|PUNCT],[v|thank] [pro:per|you .],MotherofAlex_Alex010614_91
93,92,Alex,Alex010614,yyy .,Alex,390.1,391.841,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_92
94,93,Mother,Alex010614,alright .,Alex,0.0,0.0,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[co|alright .],MotherofAlex_Alex010614_93
95,94,Mother,Alex010614,watch your feet .,Alex,391.841,392.65,[],,,,,,,,,,,[1|0|ROOT] [2|3|MOD] [3|1|OBJ 4|1|PUNCT],[v|watch] [det:poss|your] [n|foot&PL .],MotherofAlex_Alex010614_94
96,95,Mother,Alex010614,where're (replacement:replacement:where are) your socks ?,Alex,392.65,394.553,[],,,,,,,,,,,[1|4|LINK 2|4|AUX] [3|4|MOD] [4|0|INCROOT 5|4|PUNCT],[adv:int|where aux|be&PRES] [det:poss|your] [n|sock-PL ?],MotherofAlex_Alex010614_95
97,96,Mother,Alex010614,this is a g@l and an h@l where's the h@l ?,Alex,394.553,398.848,[],,,,,,,,,,,[1|2|SUBJ] [2|0|ROOT] [3|4|DET] [4|2|PRED] [5|4|CONJ] [6|7|DET] [7|5|COORD] [8|9|LINK 9|7|CMOD] [10|11|DET] [11|9|PRED 12|2|PUNCT],[pro:dem|this] [cop|be&3S] [det:art|a] [n:let|g] [coord|and] [det:art|a] [n:let|h] [adv:int|where~cop|be&3S] [det:art|the] [n:let|h ?],MotherofAlex_Alex010614_96
98,97,Mother,Alex010614,you thirsty ?,Alex,398.848,406.485,[],,,,,,,,,,,[1|0|INCROOT] [2|1|PRED 3|1|PUNCT],[pro:per|you] [adj|thirst&dn-Y ?],MotherofAlex_Alex010614_97
99,98,Mother,Alex010614,are you thirsty ?,Alex,406.485,408.483,[],,,,,,,,,,,[1|0|ROOT] [2|1|OBJ] [3|2|JCT 4|1|PUNCT],[cop|be&PRES] [pro:per|you] [adj|thirst&dn-Y ?],MotherofAlex_Alex010614_98
100,99,Mother,Alex010614,here's (.) here's the b@l .,Alex,408.483,410.893,[],,,,,,,,,,,[1|4|SUBJ 2|4|AUX] [3|4|SUBJ 4|0|ROOT] [5|6|DET] [6|4|PRED 7|4|PUNCT],[pro:exist|here~aux|be&3S] [pro:exist|here~cop|be&3S] [det:art|the] [n:let|b .],MotherofAlex_Alex010614_99
101,100,Mother,Alex010614,and a d@l .,Alex,410.893,418.706,[],,,,,,,,,,,[1|3|LINK] [2|3|DET] [3|0|INCROOT 4|3|PUNCT],[coord|and] [det:art|a] [n:let|d .],MotherofAlex_Alex010614_100
102,101,Mother,Alex010614,and a c@l .,Alex,418.706,421.643,[],,,,,,,,,,,[1|3|LINK] [2|3|DET] [3|0|INCROOT 4|3|PUNCT],[coord|and] [det:art|a] [n:let|c .],MotherofAlex_Alex010614_101
103,102,Alex,Alex010614,yyy yyy .,Alex,421.643,427.78,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_102
104,103,Mother,Alex010614,wow .,Alex,427.78,429.225,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[co|wow .],MotherofAlex_Alex010614_103
105,104,Mother,Alex010614,thank you .,Alex,429.225,430.988,[],,,,,,,,,,,[1|0|ROOT] [2|1|OBJ 3|1|PUNCT],[v|thank] [pro:per|you .],MotherofAlex_Alex010614_104
106,105,Mother,Alex010614,slide it over .,Alex,430.988,436.433,[],,,,,,,,,,,[1|0|ROOT] [2|1|OBJ] [3|1|JCT 4|1|PUNCT],[v|slide] [pro:per|it] [adv|over .],MotherofAlex_Alex010614_105
107,106,Mother,Alex010614,that says g@l .,Alex,436.433,439.131,[],,,,,,,,,,,[1|2|LINK] [2|0|ROOT] [3|2|OBJ 4|2|PUNCT],[pro:rel|that] [v|say-3S] [n:let|g .],MotherofAlex_Alex010614_106
108,107,Mother,Alex010614,this says o@l .,Alex,439.131,441.905,[],,,,,,,,,,,[1|2|SUBJ] [2|0|ROOT] [3|2|OBJ 4|2|PUNCT],[pro:dem|this] [v|say-3S] [n:let|o .],MotherofAlex_Alex010614_107
109,108,Mother,Alex010614,this says q@l .,Alex,441.905,446.966,[],,,,,,,,,,,[1|2|SUBJ] [2|0|ROOT] [3|2|OBJ 4|2|PUNCT],[pro:dem|this] [v|say-3S] [n:let|q .],MotherofAlex_Alex010614_108
110,109,Mother,Alex010614,watch your little feet .,Alex,446.966,450.043,[],,,,,,,,,,,[1|0|ROOT] [2|4|MOD] [3|4|MOD] [4|1|OBJ 5|1|PUNCT],[v|watch] [det:poss|your] [adj|little] [n|foot&PL .],MotherofAlex_Alex010614_109
111,110,Mother,Alex010614,and your hands .,Alex,450.043,451.76,[],,,,,,,,,,,[1|3|LINK] [2|3|MOD] [3|0|INCROOT 4|3|PUNCT],[coord|and] [det:poss|your] [n|hand-PL .],MotherofAlex_Alex010614_110
112,111,Mother,Alex010614,alright here's the g@l .,Alex,451.76,454.416,[],,,,,,,,,,,[1|3|COM] [2|3|SUBJ 3|0|ROOT] [4|5|DET] [5|3|PRED 6|3|PUNCT],[co|alright] [pro:exist|here~cop|be&3S] [det:art|the] [n:let|g .],MotherofAlex_Alex010614_111
113,112,Mother,Alex010614,that's another g@l .,Alex,454.416,455.891,[],,,,,,,,,,,[1|2|SUBJ 2|0|ROOT] [3|2|PRED] [4|3|ENUM 5|2|PUNCT],[pro:dem|that~cop|be&3S] [pro:indef|another] [n:let|g .],MotherofAlex_Alex010614_112
114,113,Mother,Alex010614,where you going ?,Alex,455.891,457.891,[],,,,,,,,,,,[1|3|LINK] [2|3|SUBJ] [3|0|ROOT 4|3|PUNCT],[adv:int|where] [pro:per|you] [part|go-PRESP ?],MotherofAlex_Alex010614_113
115,114,Mother,Alex010614,this way .,Alex,457.891,459.926,[],,,,,,,,,,,[1|2|DET] [2|0|INCROOT 3|2|PUNCT],[pro:dem|this] [n|way .],MotherofAlex_Alex010614_114
116,115,Mother,Alex010614,that's j@l .,Alex,459.926,464.17,[],,,,,,,,,,,[1|2|SUBJ 2|0|ROOT] [3|2|PRED 4|2|PUNCT],[pro:dem|that~cop|be&3S] [n:let|j .],MotherofAlex_Alex010614_115
117,116,Mother,Alex010614,e@l f@l .,Alex,464.17,468.753,[],,,,,,,,,,,[1|0|INCROOT] [2|1|ENUM 3|1|PUNCT],[n:let|e] [n:let|f .],MotherofAlex_Alex010614_116
118,117,Mother,Alex010614,up j@l .,Alex,468.753,471.168,[],,,,,,,,,,,[1|2|JCT] [2|0|INCROOT 3|2|PUNCT],[adv|up] [n:let|j .],MotherofAlex_Alex010614_117
119,118,Mother,Alex010614,here's the j@l .,Alex,471.168,473.52,[],,,,,,,,,,,[1|2|SUBJ 2|0|ROOT] [3|4|DET] [4|2|PRED 5|2|PUNCT],[pro:exist|here~cop|be&3S] [det:art|the] [n:let|j .],MotherofAlex_Alex010614_118
120,119,Mother,Alex010614,what is it ?,Alex,473.52,498.488,[],,,,,,,,,,,[1|3|LINK] [2|3|AUX] [3|0|INCROOT 4|3|PUNCT],[pro:int|what] [aux|be&3S] [pro:per|it ?],MotherofAlex_Alex010614_119
