Utt#,Record #,Speaker,Session,Orthography,Child,start_seconds,end_seconds,Situation,SpeechAct,ClauseType,UttGoals,SubQ,SubI,Comments,FollowUp?,TagType,ToAdults?,S-lifting,GRASP,Morphology,uttid
674,650,Mother,Alex010614,you ready (.) set (.) go .,Alex,2415.826,2421.635,[],,,,,,,,,,,[1|2|SUBJ] [2|0|ROOT] [3|4|SUBJ] [4|2|XCOMP 5|2|PUNCT],[pro:per|you] [v|ready] [n|set] [v|go .],MotherofAlex_Alex010614_650
675,651,Mother,Alex010614,nope (replacement:replacement:no) (t:t:trail off),Alex,0.0,0.0,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[co|no (mt:trail off)],MotherofAlex_Alex010614_651
676,652,Mother,Alex010614,nope (replacement:replacement:no) .,Alex,2421.635,2428.046,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[co|no .],MotherofAlex_Alex010614_652
677,653,Mother,Alex010614,where is it ?,Alex,2428.046,2429.48,[],,,,,,,,,,,[1|3|LINK] [2|3|AUX] [3|0|INCROOT 4|3|PUNCT],[adv:int|where] [aux|be&3S] [pro:per|it ?],MotherofAlex_Alex010614_653
678,654,Mother,Alex010614,there it is .,Alex,2429.48,2433.153,[],,,,,,,,,,,[1|3|JCT] [2|3|SUBJ] [3|0|ROOT 4|3|PUNCT],[adv|there] [pro:per|it] [cop|be&3S .],MotherofAlex_Alex010614_654
679,655,Alex,Alex010614,yyy yyy yyy yyy .,Alex,2433.153,2435.153,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_655
680,656,Alex,Alex010614,yyy yyy .,Alex,2435.153,2439.686,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_656
681,657,Mother,Alex010614,this one .,Alex,0.0,0.0,[],,,,,,,,,,,[1|2|DET] [2|0|INCROOT 3|2|PUNCT],[pro:dem|this] [pro:indef|one .],MotherofAlex_Alex010614_657
682,658,Alex,Alex010614,yyy .,Alex,2439.686,2448.661,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_658
683,659,Mother,Alex010614,oh Alex Mommy's not doing well at all .,Alex,2448.661,2458.663,[],,,,,,,,,,,[1|6|COM] [2|6|JCT] [3|6|SUBJ 4|3|POSS] [5|3|NEG] [6|0|ROOT] [7|6|OBJ] [8|7|JCT] [9|8|POBJ 10|6|PUNCT],[co|oh] [n:prop|Alex] [n:prop|Mommy~poss|s] [neg|not] [part|do-PRESP] [co|well] [prep|at] [pro:indef|all .],MotherofAlex_Alex010614_659
684,660,Mother,Alex010614,there we go .,Alex,2458.663,2461.745,[],,,,,,,,,,,[1|3|JCT] [2|3|SUBJ] [3|0|ROOT 4|3|PUNCT],[adv|there] [pro:sub|we] [v|go .],MotherofAlex_Alex010614_660
685,661,Mother,Alex010614,oh we need a tissue wait a minute .,Alex,2461.745,2468.685,[],,,,,,,,,,,[1|3|COM] [2|3|SUBJ] [3|6|LINK] [4|5|DET] [5|6|SUBJ] [6|0|ROOT] [7|8|DET] [8|6|OBJ 9|6|PUNCT],[co|oh] [pro:sub|we] [v|need] [det:art|a] [n|tissue] [v|wait] [det:art|a] [n|minute .],MotherofAlex_Alex010614_661
686,662,Mother,Alex010614,ups .,Alex,2468.685,2471.681,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[n:pt|ups .],MotherofAlex_Alex010614_662
687,663,Mother,Alex010614,wait a minute xxx get it .,Alex,2471.681,2474.818,[],,,,,,,,,,,[1|4|LINK] [2|3|DET] [3|4|SUBJ] [] [4|0|ROOT] [5|4|OBJ 6|4|PUNCT],[v|wait] [det:art|a] [n|minute] [] [v|get] [pro:per|it .],MotherofAlex_Alex010614_663
688,664,Mother,Alex010614,just a second .,Alex,2474.818,2478.101,[],,,,,,,,,,,[1|3|JCT] [2|3|DET] [3|0|INCROOT 4|3|PUNCT],[adv|just] [det:art|a] [n|second .],MotherofAlex_Alex010614_664
689,665,Mother,Alex010614,you wanna stay there ?,Alex,2478.101,2486.655,[],,,,,,,,,,,[1|3|SUBJ] [2|3|AUX] [3|0|ROOT] [4|3|JCT 5|3|PUNCT],[pro:per|you] [mod:aux|wanna] [cop|stay] [adv|there ?],MotherofAlex_Alex010614_665
690,666,Mother,Alex010614,stay right there .,Alex,2486.655,2488.141,[],,,,,,,,,,,[1|0|INCROOT] [2|3|JCT] [3|1|JCT 4|1|PUNCT],[n|stay] [adv|right] [adv|there .],MotherofAlex_Alex010614_666
691,667,Alex,Alex010614,yyy yyy yyy .,Alex,2488.141,2515.791,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_667
692,668,Alex,Alex010614,yyy yyy yyy yyy .,Alex,2515.791,2519.683,all is shortened[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_668
693,669,Mother,Alex010614,alright .,Alex,0.0,0.0,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[co|alright .],MotherofAlex_Alex010614_669
694,670,Mother,Alex010614,this one ?,Alex,2519.683,2526.101,[],,,,,,,,,,,[1|2|DET] [2|0|INCROOT 3|2|PUNCT],[pro:dem|this] [pro:indef|one ?],MotherofAlex_Alex010614_670
695,671,Mother,Alex010614,okay .,Alex,2526.101,2527.576,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[co|okay .],MotherofAlex_Alex010614_671
696,672,Alex,Alex010614,yyy yyy yyy yyy .,Alex,2527.576,2538.163,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_672
697,673,Mother,Alex010614,wee: there they go finally .,Alex,2538.163,2555.17,[],,,,,,,,,,,[1|0|ROOT] [2|1|JCT] [3|4|SUBJ] [4|1|COMP] [5|4|JCT 6|1|PUNCT],[v|wee] [adv|there] [pro:sub|they] [v|go] [adv|final&dadj-LY .],MotherofAlex_Alex010614_673
698,674,Alex,Alex010614,yyy .,Alex,0.0,0.0,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_674
699,675,Alex,Alex010614,yyy yyy yyy yyy .,Alex,2555.17,2561.796,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_675
700,676,Mother,Alex010614,this one .,Alex,0.0,0.0,[],,,,,,,,,,,[1|2|DET] [2|0|INCROOT 3|2|PUNCT],[pro:dem|this] [pro:indef|one .],MotherofAlex_Alex010614_676
701,677,Alex,Alex010614,yyy yyy yyy .,Alex,2561.796,2563.518,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_677
702,678,Alex,Alex010614,yyy yyy .,Alex,2563.518,2564.955,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_678
703,679,Alex,Alex010614,yyy .,Alex,2564.955,2566.168,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_679
704,680,Mother,Alex010614,chrah@o chrah@o chrah@o chrah@o chrah@o .,Alex,2566.168,2568.783,[],,,,,,,,,,,[1|0|INCROOT] [2|1|CONJ] [3|2|COORD] [4|3|CONJ] [5|4|COORD 6|1|PUNCT],[on|chrah] [on|chrah] [on|chrah] [on|chrah] [on|chrah .],MotherofAlex_Alex010614_680
705,681,Alex,Alex010614,yyy yyy .,Alex,0.0,0.0,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_681
706,682,Alex,Alex010614,yyy yyy yyy .,Alex,2568.783,2571.361,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_682
707,683,Alex,Alex010614,yyy yyy yyy .,Alex,2571.361,2573.358,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_683
708,684,Mother,Alex010614,whoops whoops oh there it is .,Alex,2573.358,2575.153,[],,,,,,,,,,,[1|6|COM] [2|6|COM] [3|6|COM] [4|6|JCT] [5|6|SUBJ] [6|0|ROOT 7|6|PUNCT],[co|whoops] [co|whoops] [co|oh] [adv|there] [pro:per|it] [cop|be&3S .],MotherofAlex_Alex010614_684
709,685,Mother,Alex010614,pop !,Alex,2575.153,2577.181,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[n|pop !],MotherofAlex_Alex010614_685
710,686,Mother,Alex010614,pop !,Alex,2577.181,2584.331,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[n|pop !],MotherofAlex_Alex010614_686
711,687,Alex,Alex010614,yyy yyy yyy yyy yyy yyy yyy yyy yyy yyy .,Alex,0.0,0.0,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_687
712,688,Alex,Alex010614,yyy yyy .,Alex,2584.331,2586.343,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_688
713,689,Mother,Alex010614,okay here .,Alex,2586.343,2595.908,[],,,,,,,,,,,[1|2|COM] [2|0|ROOT 3|2|PUNCT],[co|okay] [adv|here .],MotherofAlex_Alex010614_689
714,690,Alex,Alex010614,yyy yyy yyy yyy yyy yyy .,Alex,0.0,0.0,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_690
715,691,Mother,Alex010614,pop pop .,Alex,0.0,0.0,[],,,,,,,,,,,[1|2|MOD] [2|0|ROOT 3|2|PUNCT],[n|pop] [n|pop .],MotherofAlex_Alex010614_691
716,692,Alex,Alex010614,yyy yyy yyy .,Alex,2595.908,2599.181,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_692
717,693,Mother,Alex010614,pop pop pop pop .,Alex,0.0,0.0,[],,,,,,,,,,,[1|4|MOD] [2|4|MOD] [3|4|MOD] [4|0|ROOT 5|4|PUNCT],[n|pop] [n|pop] [n|pop] [n|pop .],MotherofAlex_Alex010614_693
718,694,Alex,Alex010614,yyy yyy .,Alex,2599.181,2603.82,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_694
719,695,Mother,Alex010614,whoop<s> can't catch it .,Alex,0.0,0.0,[],,,,,,,,,,,[1|4|COM] [2|4|AUX 3|2|NEG] [4|0|ROOT] [5|4|OBJ 6|4|PUNCT],[co|whoops] [mod|can~neg|not] [v|catch] [pro:per|it .],MotherofAlex_Alex010614_695
720,696,Alex,Alex010614,yyy yyy yyy .,Alex,2603.82,2608.113,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_696
721,697,Alex,Alex010614,yyy yyy yyy .,Alex,2608.113,2610.055,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_697
722,698,Alex,Alex010614,yyy yyy yyy .,Alex,2610.055,2611.766,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_698
723,699,Mother,Alex010614,wee: .,Alex,2611.766,2614.041,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[adj|wee .],MotherofAlex_Alex010614_699
724,700,Alex,Alex010614,yyy yyy yyy .,Alex,0.0,0.0,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_700
725,701,Alex,Alex010614,yyy .,Alex,2614.041,2615.753,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_701
726,702,Alex,Alex010614,yyy yyy yyy yyy .,Alex,2615.753,2617.986,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_702
727,703,Mother,Alex010614,thank you .,Alex,0.0,0.0,[],,,,,,,,,,,[1|0|ROOT] [2|1|OBJ 3|1|PUNCT],[v|thank] [pro:per|you .],MotherofAlex_Alex010614_703
728,704,Alex,Alex010614,yyy yyy yyy yyy .,Alex,2617.986,2631.053,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_704
729,705,Mother,Alex010614,there they go .,Alex,0.0,0.0,[],,,,,,,,,,,[1|3|JCT] [2|3|SUBJ] [3|0|ROOT 4|3|PUNCT],[adv|there] [pro:sub|they] [v|go .],MotherofAlex_Alex010614_705
730,706,Mother,Alex010614,there they go .,Alex,2631.053,2632.503,[],,,,,,,,,,,[1|3|JCT] [2|3|SUBJ] [3|0|ROOT 4|3|PUNCT],[adv|there] [pro:sub|they] [v|go .],MotherofAlex_Alex010614_706
731,707,Alex,Alex010614,yyy yyy .,Alex,0.0,0.0,saliva on second t[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_707
732,708,Alex,Alex010614,yyy yyy yyy .,Alex,2632.503,2635.05,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_708
733,709,Mother,Alex010614,ready ?,Alex,2635.05,2641.28,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[adj|ready ?],MotherofAlex_Alex010614_709
734,710,Alex,Alex010614,yyy yyy yyy .,Alex,2641.28,2643.245,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_710
735,711,Mother,Alex010614,pop .,Alex,0.0,0.0,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[n|pop .],MotherofAlex_Alex010614_711
736,712,Alex,Alex010614,yyy .,Alex,2643.245,2645.378,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_712
737,713,Mother,Alex010614,popped on Mommy .,Alex,0.0,0.0,[],,,,,,,,,,,[1|0|INCROOT] [2|1|JCT] [3|2|POBJ 4|1|PUNCT],[part|pop-PASTP] [prep|on] [n:prop|Mommy .],MotherofAlex_Alex010614_713
738,714,Alex,Alex010614,yyy .,Alex,2645.378,2648.963,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_714
739,715,Alex,Alex010614,yyy yyy yyy yyy .,Alex,2648.963,2653.1,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_715
740,716,Mother,Alex010614,this one ?,Alex,2653.1,2654.41,[],,,,,,,,,,,[1|2|DET] [2|0|INCROOT 3|2|PUNCT],[pro:dem|this] [pro:indef|one ?],MotherofAlex_Alex010614_716
741,717,Alex,Alex010614,yyy yyy yyy yyy .,Alex,2654.41,2656.17,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_717
742,718,Mother,Alex010614,this one .,Alex,0.0,0.0,[],,,,,,,,,,,[1|2|DET] [2|0|INCROOT 3|2|PUNCT],[pro:dem|this] [pro:indef|one .],MotherofAlex_Alex010614_718
743,719,Alex,Alex010614,yyy yyy yyy .,Alex,2656.17,2658.645,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_719
744,720,Mother,Alex010614,don't put that in your mouth .,Alex,2658.645,2661.025,[],,,,,,,,,,,[1|3|AUX 2|1|NEG] [3|0|ROOT] [4|3|OBJ] [5|3|JCT] [6|7|MOD] [7|5|POBJ 8|3|PUNCT],[mod|do~neg|not] [v|put&ZERO] [pro:dem|that] [prep|in] [det:poss|your] [n|mouth .],MotherofAlex_Alex010614_720
745,721,Mother,Alex010614,please don't put that in your mouth .,Alex,2661.025,2665.146,[],,,,,,,,,,,[1|4|COM] [2|4|AUX 3|2|NEG] [4|0|ROOT] [5|4|OBJ] [6|4|JCT] [7|8|MOD] [8|6|POBJ 9|4|PUNCT],[co|please] [mod|do~neg|not] [v|put&ZERO] [pro:dem|that] [prep|in] [det:poss|your] [n|mouth .],MotherofAlex_Alex010614_721
746,722,Mother,Alex010614,wow !,Alex,2665.146,2675.49,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[co|wow !],MotherofAlex_Alex010614_722
747,723,Alex,Alex010614,yyy yyy .,Alex,0.0,0.0,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_723
748,724,Mother,Alex010614,pop .,Alex,2675.491,2676.635,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[n|pop .],MotherofAlex_Alex010614_724
749,725,Mother,Alex010614,it's all gone .,Alex,2676.635,2677.696,[],,,,,,,,,,,[1|2|SUBJ 2|0|ROOT] [3|4|JCT] [4|2|PRED 5|2|PUNCT],[pro:per|it~cop|be&3S] [adv|all] [part|go&PASTP .],MotherofAlex_Alex010614_725
750,726,Alex,Alex010614,yyy yyy yyy .,Alex,2677.696,2680.721,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_726
751,727,Alex,Alex010614,yyy yyy .,Alex,2680.721,2683.353,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_727
752,728,Mother,Alex010614,where's bubbles ?,Alex,2683.353,2687.688,[],,,,,,,,,,,[1|2|LINK 2|0|ROOT] [3|2|PRED 4|2|PUNCT],[adv:int|where~cop|be&3S] [n|bubble-PL ?],MotherofAlex_Alex010614_728
753,729,Mother,Alex010614,don't make Mommy have_to take that .,Alex,2687.688,2697.33,[],,,,,,,,,,,[1|3|AUX 2|1|NEG] [3|0|ROOT] [4|6|SUBJ] [5|6|AUX] [6|3|COMP] [7|6|OBJ 8|3|PUNCT],[mod|do~neg|not] [v|make] [n:prop|Mommy] [mod:aux|have_to] [v|take] [pro:dem|that .],MotherofAlex_Alex010614_729
754,730,Mother,Alex010614,okay those are your options .,Alex,2697.33,2699.728,[],,,,,,,,,,,[1|3|COM] [2|3|SUBJ] [3|0|ROOT] [4|5|MOD] [5|3|PRED 6|3|PUNCT],[co|okay] [pro:dem|those] [cop|be&PRES] [det:poss|your] [n|option-PL .],MotherofAlex_Alex010614_730
755,731,Mother,Alex010614,thank you .,Alex,2699.728,2702.416,[],,,,,,,,,,,[1|0|ROOT] [2|1|OBJ 3|1|PUNCT],[v|thank] [pro:per|you .],MotherofAlex_Alex010614_731
756,732,Mother,Alex010614,nope (replacement:replacement:no) too windy .,Alex,2702.416,2708.683,[],,,,,,,,,,,[1|3|COM] [2|3|JCT] [3|0|ROOT 4|3|PUNCT],[co|no] [adv|too] [adj|wind&dn-Y .],MotherofAlex_Alex010614_732
757,733,Mother,Alex010614,too windy .,Alex,2708.683,2712.156,[],,,,,,,,,,,[1|2|JCT] [2|0|INCROOT 3|2|PUNCT],[adv|too] [adj|wind&dn-Y .],MotherofAlex_Alex010614_733
758,734,Mother,Alex010614,yay there's a couple .,Alex,2712.156,2717.11,[],,,,,,,,,,,[1|3|COM] [2|3|SUBJ 3|0|ROOT] [4|5|DET] [5|3|PRED 6|3|PUNCT],[co|yay] [pro:exist|there~cop|be&3S] [det:art|a] [n|couple .],MotherofAlex_Alex010614_734
759,735,Mother,Alex010614,which one ?,Alex,2717.11,2721.573,[],,,,,,,,,,,[1|2|LINK] [2|0|INCROOT 3|2|PUNCT],[pro:rel|which] [pro:indef|one ?],MotherofAlex_Alex010614_735
760,736,Mother,Alex010614,fishy ?,Alex,2721.573,2725.59,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[adj|fish&dn-Y ?],MotherofAlex_Alex010614_736
761,737,Mother,Alex010614,okay (.) no ?,Alex,2725.59,2727.528,[],,,,,,,,,,,[1|2|COM] [2|0|INCROOT 3|2|PUNCT],[co|okay] [co|no ?],MotherofAlex_Alex010614_737
762,738,Mother,Alex010614,the turtle ?,Alex,2727.528,2729.043,[],,,,,,,,,,,[1|2|DET] [2|0|INCROOT 3|2|PUNCT],[det:art|the] [n|turtle ?],MotherofAlex_Alex010614_738
763,739,Mother,Alex010614,okay .,Alex,2729.043,2730.491,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[co|okay .],MotherofAlex_Alex010614_739
764,740,Mother,Alex010614,thank you .,Alex,2730.491,2732.021,[],,,,,,,,,,,[1|0|ROOT] [2|1|OBJ 3|1|PUNCT],[v|thank] [pro:per|you .],MotherofAlex_Alex010614_740
765,741,Alex,Alex010614,yyy .,Alex,2732.021,2739.966,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_741
766,742,Mother,Alex010614,oh that's pretty music .,Alex,0.0,0.0,[],,,,,,,,,,,[1|3|COM] [2|3|SUBJ 3|0|ROOT] [4|5|JCT] [5|3|PRED 6|3|PUNCT],[co|oh] [pro:dem|that~cop|be&3S] [adv|pretty] [n|music .],MotherofAlex_Alex010614_742
767,743,Alex,Alex010614,yyy .,Alex,2739.966,2742.02,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_743
768,744,Mother,Alex010614,Alex maybe it's the bubbles (t:t:trail off),Alex,2742.02,2748.573,[],,,,,,,,,,,[1|4|SUBJ] [2|4|JCT] [3|4|SUBJ 4|0|ROOT] [5|6|DET] [6|4|PRED 7|4|PUNCT],[n:prop|Alex] [adv|maybe] [pro:per|it~cop|be&3S] [det:art|the] [n|bubble-PL (mt:trail off)],MotherofAlex_Alex010614_744
769,745,Mother,Alex010614,or maybe Mommy just stinks at this today .,Alex,2748.573,2750.76,[],,,,,,,,,,,[1|5|LINK] [2|3|JCT] [3|5|SUBJ] [4|5|JCT] [5|0|ROOT] [6|5|JCT] [7|8|DET] [8|6|POBJ 9|5|PUNCT],[coord|or] [adv|maybe] [n:prop|Mommy] [adv|just] [v|stink-3S] [prep|at] [pro:dem|this] [adv:tem|today .],MotherofAlex_Alex010614_745
770,746,Mother,Alex010614,woo I don't know if this one works .,Alex,2750.76,2757.825,[],,,,,,,,,,,[1|5|LINK] [2|5|SUBJ] [3|5|AUX 4|3|NEG] [5|0|ROOT] [6|9|LINK] [7|8|DET] [8|9|SUBJ] [9|5|CJCT 10|5|PUNCT],[v|woo] [pro:sub|I] [mod|do~neg|not] [v|know] [conj|if] [pro:dem|this] [pro:indef|one] [v|work-3S .],MotherofAlex_Alex010614_746
771,747,Mother,Alex010614,there goes a couple .,Alex,2757.825,2762.438,[],,,,,,,,,,,[1|2|SUBJ] [2|0|ROOT] [3|4|DET] [4|2|OBJ 5|2|PUNCT],[adv|there] [v|go-3S] [det:art|a] [n|couple .],MotherofAlex_Alex010614_747
772,748,Alex,Alex010614,yyy !,Alex,2762.438,2765.246,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_748
773,749,Alex,Alex010614,yyy yyy yyy .,Alex,2765.246,2766.838,second two words difficult to hear over MOT[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_749
774,750,Mother,Alex010614,wow .,Alex,0.0,0.0,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[co|wow .],MotherofAlex_Alex010614_750
775,751,Mother,Alex010614,wee: .,Alex,2766.838,2784.891,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[adj|wee .],MotherofAlex_Alex010614_751
776,752,Alex,Alex010614,yyy yyy yyy .,Alex,0.0,0.0,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_752
777,753,Mother,Alex010614,three bubble wands ?,Alex,2784.891,2794.438,[],,,,,,,,,,,[1|2|QUANT] [2|3|MOD] [3|0|INCROOT 4|3|PUNCT],[det:num|three] [n|bubble] [n|wand-PL ?],MotherofAlex_Alex010614_753
778,754,Mother,Alex010614,three bubble wands ?,Alex,2794.438,2797.496,[],,,,,,,,,,,[1|2|QUANT] [2|3|MOD] [3|0|INCROOT 4|3|PUNCT],[det:num|three] [n|bubble] [n|wand-PL ?],MotherofAlex_Alex010614_754
779,755,Mother,Alex010614,fishy .,Alex,2797.496,2799.501,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[adj|fish&dn-Y .],MotherofAlex_Alex010614_755
780,756,Alex,Alex010614,{ wee (?) } .,Alex,2799.501,2807.145,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[adj|wee .],AlexofAlex_Alex010614_756
781,757,Alex,Alex010614,yyy yyy yyy yyy .,Alex,2807.145,2811.656,all vowels shortened[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_757
782,758,Alex,Alex010614,yyy yyy .,Alex,2811.656,2813.531,both vowels shortened[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_758
783,759,Mother,Alex010614,this one .,Alex,0.0,0.0,[],,,,,,,,,,,[1|2|DET] [2|0|INCROOT 3|2|PUNCT],[pro:dem|this] [pro:indef|one .],MotherofAlex_Alex010614_759
784,760,Mother,Alex010614,let's get you a tissue .,Alex,2813.531,2816.03,[],,,,,,,,,,,[1|0|ROOT 2|1|OBJ] [3|6|AUX] [4|3|OBJ2] [5|6|DET] [6|1|OBJ 7|1|PUNCT],[v|let~pro:obj|us] [aux|get] [pro:per|you] [det:art|a] [n|tissue .],MotherofAlex_Alex010614_760
785,761,Mother,Alex010614,thank you .,Alex,2816.03,2818.433,[],,,,,,,,,,,[1|0|ROOT] [2|1|OBJ 3|1|PUNCT],[v|thank] [pro:per|you .],MotherofAlex_Alex010614_761
786,762,Mother,Alex010614,a turtle ?,Alex,2818.433,2821.89,[],,,,,,,,,,,[1|2|DET] [2|0|INCROOT 3|2|PUNCT],[det:art|a] [n|turtle ?],MotherofAlex_Alex010614_762
787,763,Mother,Alex010614,Mommy has bubbles (.) all over her face .,Alex,2821.89,2824.265,[],,,,,,,,,,,[1|3|SUBJ] [2|3|AUX] [3|0|INCROOT] [4|3|NJCT] [5|4|JCT] [6|7|MOD] [7|5|POBJ 8|3|PUNCT],[n:prop|Mommy] [aux|have&3S] [n|bubble-PL] [adv|all] [prep|over] [det:poss|her] [n|face .],MotherofAlex_Alex010614_763
788,764,Mother,Alex010614,wow: .,Alex,2824.265,2831.65,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[co|wow .],MotherofAlex_Alex010614_764
789,765,Alex,Alex010614,yyy .,Alex,2831.65,2838.23,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_765
790,766,Alex,Alex010614,yyy .,Alex,2838.23,2840.5,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_766
791,767,Mother,Alex010614,purple (.) thank you .,Alex,2840.5,2842.236,[],,,,,,,,,,,[1|2|SUBJ] [2|0|ROOT] [3|2|OBJ 4|2|PUNCT],[adj|purple] [v|thank] [pro:per|you .],MotherofAlex_Alex010614_767
792,768,Mother,Alex010614,okay ?,Alex,2842.236,2851.015,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[co|okay ?],MotherofAlex_Alex010614_768
793,769,Alex,Alex010614,yyy .,Alex,2851.015,2853.355,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_769
794,770,Mother,Alex010614,orange one .,Alex,0.0,0.0,[],,,,,,,,,,,[1|2|MOD] [2|0|INCROOT 3|2|PUNCT],[adj|orange] [pro:indef|one .],MotherofAlex_Alex010614_770
795,771,Mother,Alex010614,try the double side .,Alex,2853.355,2855.85,[],,,,,,,,,,,[1|0|ROOT] [2|4|DET] [3|4|MOD] [4|1|OBJ 5|1|PUNCT],[v|try] [det:art|the] [n|double] [n|side .],MotherofAlex_Alex010614_771
796,772,Mother,Alex010614,pop em (replacement:replacement:them) pop em (replacement:replacement:them) pop !,Alex,2855.85,2864.278,[],,,,,,,,,,,[1|0|ROOT] [2|1|OBJ] [3|1|XCOMP] [4|3|OBJ] [5|3|OBJ 6|1|PUNCT],[v|pop] [pro:obj|them] [v|pop] [pro:obj|them] [n|pop !],MotherofAlex_Alex010614_772
797,773,Mother,Alex010614,pop em (replacement:replacement:them) pop pop pop pop !,Alex,2864.278,2875.77,[],,,,,,,,,,,[1|0|ROOT] [2|6|MOD] [3|6|MOD] [4|6|MOD] [5|6|MOD] [6|1|OBJ 7|1|PUNCT],[v|pop] [pro:obj|them] [n|pop] [n|pop] [n|pop] [n|pop !],MotherofAlex_Alex010614_773
798,774,Mother,Alex010614,this one ?,Alex,2875.77,2891.056,[],,,,,,,,,,,[1|2|DET] [2|0|INCROOT 3|2|PUNCT],[pro:dem|this] [pro:indef|one ?],MotherofAlex_Alex010614_774
799,775,Mother,Alex010614,thank you .,Alex,2891.056,2892.48,[],,,,,,,,,,,[1|0|ROOT] [2|1|OBJ 3|1|PUNCT],[v|thank] [pro:per|you .],MotherofAlex_Alex010614_775
800,776,Alex,Alex010614,yyy yyy yyy yyy yyy .,Alex,2892.48,2899.161,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_776
801,777,Mother,Alex010614,oops .,Alex,2899.161,2901.818,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[co|oops .],MotherofAlex_Alex010614_777
802,778,Mother,Alex010614,&blughk .,Alex,2901.818,2904.243,[],,,,,,,,,,,[],[],MotherofAlex_Alex010614_778
803,779,Mother,Alex010614,thank you .,Alex,2904.243,2908.776,[],,,,,,,,,,,[1|0|ROOT] [2|1|OBJ 3|1|PUNCT],[v|thank] [pro:per|you .],MotherofAlex_Alex010614_779
